idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,success,steps_pred,steps_opt,suboptimality,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.hit_rate_at_k,retrieval.relational.hits,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gates.relational.accepts,gates.relational.aggregated,gates.relational.attempts,gates.relational.blocked_new_edges,gates.relational.inserted,gates.relational.routed_to_episodic,gates.spatial.accepts,gates.spatial.aggregated,gates.spatial.attempts,gates.spatial.blocked_new_edges,gates.spatial.inserted,gates.spatial.routed_to_episodic
0,Carol saw at the Park on Thursday. Where was Carol?,the Park,Park,,,,1,2,0,0,1055.6121730000996,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
1,Bob helped at the Cafe on Thursday. When was Bob at the Cafe?,Thursday,Thursday,,,,1,1,0,0,76.61947999997665,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
2,Carol found at the Mall on Wednesday. Who was at the Mall?,Carol,Carol,,,,1,1,0,0,76.61228899996786,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
3,Dave saw at the Library on Wednesday. When was Dave at the Library?,Wednesday,Wednesday.,,,,1,1,0,1,100.92632399994272,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
4,Alice met at the Cafe on Thursday. Who was at the Cafe?,Alice,Alice.,,,,1,1,0,1,102.02823900010571,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
5,Bob met at the Park on Tuesday. When was Bob at the Park?,Tuesday,Tuesday,,,,1,1,0,0,76.01762700005565,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
6,Carol met at the Park on Thursday. What did Carol do?,met,met at the Park,,,,4,1,1,0,153.01006700008202,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
7,Carol saw at the Library on Tuesday. Who was at the Library?,Carol,Carol.,,,,1,1,0,1,101.29764600003455,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
8,Dave met at the Mall on Wednesday. Where was Dave?,the Mall,Mall,,,,1,2,0,0,99.34230800001842,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
9,Alice saw at the Park on Monday. What did Alice do?,saw,Saw at the Park on Monday.,,,,6,1,1,1,254.10947299997133,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
10,Carol met at the Library on Thursday. Where was Carol?,the Library,The Library.,,,,2,2,0,1,128.4822620000341,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
11,Alice found at the Park on Tuesday. Who was at the Park?,Alice,Alice,,,,1,1,0,0,76.25752799992824,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
12,Alice saw at the Park on Wednesday. What did Alice do?,saw,saw at the Park,,,,4,1,1,0,176.35288899998613,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
13,Dave helped at the Library on Tuesday. Where was Dave?,the Library,The Library.,,,,2,2,0,1,127.86462999997639,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
14,Dave saw at the Mall on Wednesday. Who was at the Mall?,Dave,Dave.,,,,1,1,0,1,105.3432910000538,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
15,Dave helped at the Park on Thursday. Where was Dave?,the Park,The Park.,,,,2,2,0,1,128.2879809999713,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
16,Dave found at the Mall on Tuesday. Where was Dave?,the Mall,Mall,,,,1,2,0,0,100.32770199995866,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
17,Alice found at the Cafe on Wednesday. Who was at the Cafe?,Alice,Alice was at the Cafe on Wednesday.,,,,7,1,1,1,248.3474099999512,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
18,Dave saw at the Cafe on Thursday. What did Dave do?,saw,saw at the Cafe,,,,4,1,1,0,174.3684809999877,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
19,Bob helped at the Cafe on Thursday. What did Bob do?,helped,Helped at the Cafe.,,,,4,1,1,1,200.73699400006717,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
20,Carol met at the Library on Monday. When was Carol at the Library?,Monday,Monday.,,,,1,1,0,1,101.68617699991955,,,,,pre_replay,False,2.0178827999984605,1.0,50,50,50,50,0.21255618000623144,0.0,0,50,50,50,0.11936590000459546,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
