idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,time_ms_per_100,rss_mb,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.hit_rate_at_k,retrieval.relational.hits,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gates.relational.accepts,gates.relational.aggregated,gates.relational.attempts,gates.relational.blocked_new_edges,gates.relational.inserted,gates.relational.routed_to_episodic,gates.spatial.accepts,gates.spatial.aggregated,gates.spatial.attempts,gates.spatial.blocked_new_edges,gates.spatial.inserted,gates.spatial.routed_to_episodic
0,"Grid 5x5 with obstacles [(0, 3), (0, 4), (1, 2), (1, 4), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. Start (4, 3) goal (4, 0). What is the shortest path length?",3,8,0,0,0.0,1,1,0,0,84.06055299565196,472.26121467566804,2947.3671875,pre_replay,True,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.09149804474873235,0.0,0,200,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0
1,"Grid 5x5 with obstacles [(0, 3), (0, 4), (1, 2), (1, 4), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. What move sequence leads from (4, 0) to (0, 1)?",LLLLD,"(4, 0) -> (3, 0) -> (2, 0) -> (1, 0) -> (0, 0) -> (0, 1)",0,0,0.0,17,1,1,0,1014.5642700008466,472.26121467566804,2947.3671875,pre_replay,True,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.09149804474873235,0.0,0,200,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0
2,"Grid 5x5 with obstacles [(0, 3), (0, 4), (1, 2), (1, 4), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. Start (4, 1). After moves ULDUD where do you end?","[3, 1]","(4, 5)",0,0,0.0,2,2,0,0,198.77781399554806,472.26121467566804,2947.3671875,pre_replay,True,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.09149804474873235,0.0,0,200,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0
3,"Grid 5x5 with obstacles [(0, 3), (0, 4), (1, 2), (1, 4), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. Start (4, 1) goal (0, 2). What is the shortest path length?",5,11,0,0,0.0,1,1,0,0,107.11038400040707,472.26121467566804,2947.3671875,pre_replay,True,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.09149804474873235,0.0,0,200,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0
4,"Grid 5x5 with obstacles [(0, 3), (0, 4), (1, 2), (1, 4), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. What move sequence leads from (4, 3) to (3, 0)?",UULU,"(4, 3) → (4, 2) → (4, 1) → (4, 0) → (3, 0).",0,0,0.0,14,1,1,1,849.5999789956841,472.26121467566804,2947.3671875,pre_replay,True,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.09149804474873235,0.0,0,200,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0
5,"Grid 5x5 with obstacles [(0, 3), (0, 4), (1, 2), (1, 4), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. Start (4, 4). After moves LRUUD where do you end?","[4, 3]","(4, 0)",0,0,0.0,2,2,0,0,199.0482149994932,472.26121467566804,2947.3671875,pre_replay,True,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.09149804474873235,0.0,0,200,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0
6,"Grid 5x5 with obstacles [(0, 3), (0, 4), (1, 2), (1, 4), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. Start (4, 0) goal (4, 4). What is the shortest path length?",4,10,0,0,0.0,1,1,0,0,106.85070299950894,472.26121467566804,2947.3671875,pre_replay,True,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.09149804474873235,0.0,0,200,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0
7,"Grid 5x5 with obstacles [(0, 3), (0, 4), (1, 2), (1, 4), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. What move sequence leads from (4, 0) to (0, 1)?",LLLLD,"(4, 0) → (3, 0) → (2, 0) → (1, 0) → (0, 1)",0,0,0.0,14,1,1,0,849.9838800053112,472.26121467566804,2947.3671875,pre_replay,True,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.09149804474873235,0.0,0,200,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0
8,"Grid 5x5 with obstacles [(0, 3), (0, 4), (1, 2), (1, 4), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. Start (0, 1). After moves RLRLD where do you end?","[0, 2]","(3, 3)",0,0,0.0,2,2,0,0,199.6577879981487,472.26121467566804,2947.3671875,pre_replay,True,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.09149804474873235,0.0,0,200,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0
9,"Grid 5x5 with obstacles [(0, 3), (0, 4), (1, 2), (1, 4), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. Start (3, 1) goal (1, 1). What is the shortest path length?",2,7,0,0,0.0,1,1,0,0,83.96614399680402,472.26121467566804,2947.3671875,pre_replay,True,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.09149804474873235,0.0,0,200,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0
10,"Grid 5x5 with obstacles [(0, 3), (0, 4), (1, 2), (1, 4), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. What move sequence leads from (4, 3) to (3, 0)?",UULU,"(4, 3) -> (4, 2) -> (4, 1) -> (4, 0) -> (3, 0)",0,0,0.0,14,1,1,0,850.8360939958948,472.26121467566804,2947.3671875,pre_replay,True,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.09149804474873235,0.0,0,200,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0
11,"Grid 5x5 with obstacles [(0, 3), (0, 4), (1, 2), (1, 4), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. Start (2, 1). After moves UDRUR where do you end?","[4, 0]","(2, 5)",0,0,0.0,2,2,0,0,199.60568800161127,472.26121467566804,2947.3671875,pre_replay,True,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.09149804474873235,0.0,0,200,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0
12,"Grid 5x5 with obstacles [(0, 3), (0, 4), (1, 2), (1, 4), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. Start (4, 4) goal (1, 0). What is the shortest path length?",7,8,0,0,0.0,1,1,0,0,83.6981820029905,472.26121467566804,2947.3671875,pre_replay,True,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.09149804474873235,0.0,0,200,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0
13,"Grid 5x5 with obstacles [(0, 3), (0, 4), (1, 2), (1, 4), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. What move sequence leads from (4, 0) to (0, 1)?",LLLLD,"(4, 0) → (4, 1) → (4, 2) → (4, 3) → (3, 3) → (2, 3) → (2, 4) → (1, 4) → (1, 3) → (0, 3) → (0, 1).",0,0,0.0,32,1,1,1,1827.075170003809,472.26121467566804,2947.3671875,pre_replay,True,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.09149804474873235,0.0,0,200,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0
14,"Grid 5x5 with obstacles [(0, 3), (0, 4), (1, 2), (1, 4), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. Start (4, 2). After moves DDUDL where do you end?","[3, 4]","(4, 1)",0,0,0.0,2,2,0,0,199.6141389972763,472.26121467566804,2947.3671875,pre_replay,True,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.09149804474873235,0.0,0,200,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0
15,"Grid 5x5 with obstacles [(0, 3), (0, 4), (1, 2), (1, 4), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. Start (4, 3) goal (4, 4). What is the shortest path length?",1,7,0,0,0.0,1,1,0,0,83.3619000040926,472.26121467566804,2947.3671875,pre_replay,True,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.09149804474873235,0.0,0,200,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0
16,"Grid 5x5 with obstacles [(0, 3), (0, 4), (1, 2), (1, 4), (2, 2), (2, 3), (2, 4), (3, 2), (3, 3)]. What move sequence leads from (4, 0) to (0, 1)?",LLLLD,"(4, 0) → (4, 1) → (4, 2) → (4, 3) → (4, 4) → (3, 4) → (2, 4) → (2, 3) → (2, 2) → (2, 1) → (1, 1) → (0, 1)",0,0,0.0,35,1,1,0,1986.6438069948344,472.26121467566804,2947.3671875,pre_replay,True,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.09149804474873235,0.0,0,200,3200,3200,0,0,0,0,0,0,0,0,0,0,0,0
