idx,prompt,answer,pred,correct,latency_ms,flags
0,Dave saw at the Cafe on Thursday. When was Dave at the Cafe?,Thursday,Thursday,1,0.0,pre_replay
1,Dave met at the Mall on Tuesday. What did Dave do?,met,met,1,0.0,pre_replay
2,Alice met at the Library on Tuesday. What did Alice do?,met,met,1,0.0,pre_replay
3,Bob saw at the Mall on Monday. Where was Bob?,the Mall,the Mall,1,0.0,pre_replay
4,Bob helped at the Park on Thursday. When was Bob at the Park?,Thursday,Thursday,1,0.0,pre_replay
5,Bob helped at the Mall on Wednesday. When was Bob at the Mall?,Wednesday,Wednesday,1,0.0,pre_replay
6,Dave helped at the Library on Tuesday. Where was Dave?,the Library,the Library,1,0.0,pre_replay
7,Alice found at the Mall on Thursday. When was Alice at the Mall?,Thursday,Thursday,1,0.0,pre_replay
8,Dave found at the Mall on Tuesday. What did Dave do?,found,found,1,0.0,pre_replay
9,Dave met at the Park on Monday. What did Dave do?,met,met,1,0.0,pre_replay
10,Alice found at the Library on Wednesday. When was Alice at the Library?,Wednesday,Wednesday,1,0.0,pre_replay
11,Dave helped at the Library on Tuesday. When was Dave at the Library?,Tuesday,Tuesday,1,0.0,pre_replay
12,Dave met at the Mall on Tuesday. When was Dave at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay
13,Bob met at the Cafe on Tuesday. Who was at the Cafe?,Bob,Bob,1,0.0,pre_replay
14,Bob helped at the Park on Tuesday. Where was Bob?,the Park,the Park,1,0.0,pre_replay
15,Alice helped at the Park on Tuesday. Where was Alice?,the Park,the Park,1,0.0,pre_replay
16,Bob saw at the Cafe on Tuesday. Who was at the Cafe?,Bob,Bob,1,0.0,pre_replay
17,Alice found at the Library on Wednesday. When was Alice at the Library?,Wednesday,Wednesday,1,0.0,pre_replay
18,Bob saw at the Mall on Thursday. What did Bob do?,saw,saw,1,0.0,pre_replay
19,Alice saw at the Park on Thursday. Who was at the Park?,Alice,Alice,1,0.0,pre_replay
20,Dave saw at the Park on Tuesday. Who was at the Park?,Dave,Dave,1,0.0,pre_replay
21,Alice helped at the Mall on Thursday. What did Alice do?,helped,helped,1,0.0,pre_replay
22,Carol found at the Library on Tuesday. Where was Carol?,the Library,the Library,1,0.0,pre_replay
23,Bob saw at the Park on Wednesday. Who was at the Park?,Bob,Bob,1,0.0,pre_replay
24,Alice found at the Mall on Tuesday. Where was Alice?,the Mall,the Mall,1,0.0,pre_replay
25,Bob met at the Library on Tuesday. What did Bob do?,met,met,1,0.0,pre_replay
26,Dave met at the Mall on Thursday. What did Dave do?,met,met,1,0.0,pre_replay
27,Carol met at the Mall on Thursday. Who was at the Mall?,Carol,Carol,1,0.0,pre_replay
28,Bob helped at the Park on Wednesday. What did Bob do?,helped,helped,1,0.0,pre_replay
29,Alice saw at the Park on Thursday. Who was at the Park?,Alice,Alice,1,0.0,pre_replay
30,Dave met at the Park on Monday. Where was Dave?,the Park,the Park,1,0.0,pre_replay
31,Dave met at the Park on Thursday. Where was Dave?,the Park,the Park,1,0.0,pre_replay
32,Bob met at the Park on Wednesday. When was Bob at the Park?,Wednesday,Wednesday,1,0.0,pre_replay
33,Carol met at the Mall on Monday. What did Carol do?,met,met,1,0.0,pre_replay
34,Bob met at the Cafe on Tuesday. Where was Bob?,the Cafe,the Cafe,1,0.0,pre_replay
35,Alice found at the Mall on Monday. Who was at the Mall?,Alice,Alice,1,0.0,pre_replay
36,Dave helped at the Mall on Wednesday. Who was at the Mall?,Dave,Dave,1,0.0,pre_replay
37,Alice saw at the Mall on Tuesday. What did Alice do?,saw,saw,1,0.0,pre_replay
38,Carol met at the Park on Tuesday. What did Carol do?,met,met,1,0.0,pre_replay
39,Carol helped at the Cafe on Tuesday. Who was at the Cafe?,Carol,Carol,1,0.0,pre_replay
40,Alice helped at the Mall on Wednesday. Who was at the Mall?,Alice,Alice,1,0.0,pre_replay
41,Carol helped at the Mall on Tuesday. When was Carol at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay
42,Bob helped at the Mall on Thursday. When was Bob at the Mall?,Thursday,Thursday,1,0.0,pre_replay
43,Dave found at the Cafe on Wednesday. Who was at the Cafe?,Dave,Dave,1,0.0,pre_replay
44,Dave found at the Park on Monday. Where was Dave?,the Park,the Park,1,0.0,pre_replay
45,Carol found at the Library on Thursday. Where was Carol?,the Library,the Library,1,0.0,pre_replay
46,Alice helped at the Cafe on Wednesday. When was Alice at the Cafe?,Wednesday,Wednesday,1,0.0,pre_replay
47,Carol helped at the Park on Thursday. What did Carol do?,helped,helped,1,0.0,pre_replay
48,Alice met at the Mall on Monday. Who was at the Mall?,Alice,Alice,1,0.0,pre_replay
49,Bob helped at the Library on Tuesday. When was Bob at the Library?,Tuesday,Tuesday,1,0.0,pre_replay
50,Alice saw at the Park on Thursday. Where was Alice?,the Park,the Park,1,0.0,pre_replay
51,Alice helped at the Mall on Tuesday. When was Alice at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay
52,Bob helped at the Park on Wednesday. Where was Bob?,the Park,the Park,1,0.0,pre_replay
53,Carol saw at the Park on Thursday. What did Carol do?,saw,saw,1,0.0,pre_replay
54,Dave saw at the Library on Thursday. Where was Dave?,the Library,the Library,1,0.0,pre_replay
55,Alice saw at the Cafe on Thursday. What did Alice do?,saw,saw,1,0.0,pre_replay
56,Dave met at the Mall on Monday. Who was at the Mall?,Dave,Dave,1,0.0,pre_replay
57,Carol helped at the Cafe on Wednesday. What did Carol do?,helped,helped,1,0.0,pre_replay
58,Dave found at the Cafe on Thursday. Where was Dave?,the Cafe,the Cafe,1,0.0,pre_replay
59,Alice met at the Cafe on Monday. Who was at the Cafe?,Alice,Alice,1,0.0,pre_replay
60,Bob met at the Mall on Thursday. What did Bob do?,met,met,1,0.0,pre_replay
61,Alice found at the Mall on Wednesday. When was Alice at the Mall?,Wednesday,Wednesday,1,0.0,pre_replay
62,Carol met at the Park on Tuesday. What did Carol do?,met,met,1,0.0,pre_replay
63,Dave helped at the Library on Tuesday. Who was at the Library?,Dave,Dave,1,0.0,pre_replay
64,Alice met at the Cafe on Tuesday. Where was Alice?,the Cafe,the Cafe,1,0.0,pre_replay
65,Carol met at the Library on Thursday. Who was at the Library?,Carol,Carol,1,0.0,pre_replay
66,Carol found at the Park on Monday. Where was Carol?,the Park,the Park,1,0.0,pre_replay
67,Dave met at the Park on Thursday. Where was Dave?,the Park,the Park,1,0.0,pre_replay
68,Alice helped at the Cafe on Thursday. Who was at the Cafe?,Alice,Alice,1,0.0,pre_replay
69,Alice helped at the Park on Monday. Who was at the Park?,Alice,Alice,1,0.0,pre_replay
70,Dave helped at the Cafe on Tuesday. Where was Dave?,the Cafe,the Cafe,1,0.0,pre_replay
71,Bob helped at the Park on Thursday. When was Bob at the Park?,Thursday,Thursday,1,0.0,pre_replay
72,Alice helped at the Cafe on Monday. Where was Alice?,the Cafe,the Cafe,1,0.0,pre_replay
73,Carol helped at the Cafe on Thursday. When was Carol at the Cafe?,Thursday,Thursday,1,0.0,pre_replay
74,Bob saw at the Park on Wednesday. When was Bob at the Park?,Wednesday,Wednesday,1,0.0,pre_replay
75,Carol found at the Mall on Thursday. When was Carol at the Mall?,Thursday,Thursday,1,0.0,pre_replay
76,Carol met at the Cafe on Monday. What did Carol do?,met,met,1,0.0,pre_replay
77,Alice found at the Cafe on Monday. Who was at the Cafe?,Alice,Alice,1,0.0,pre_replay
78,Bob met at the Library on Monday. What did Bob do?,met,met,1,0.0,pre_replay
79,Dave saw at the Cafe on Thursday. Where was Dave?,the Cafe,the Cafe,1,0.0,pre_replay
80,Dave helped at the Park on Wednesday. When was Dave at the Park?,Wednesday,Wednesday,1,0.0,pre_replay
81,Bob met at the Library on Wednesday. Who was at the Library?,Bob,Bob,1,0.0,pre_replay
82,Bob found at the Cafe on Thursday. What did Bob do?,found,found,1,0.0,pre_replay
83,Bob helped at the Library on Monday. What did Bob do?,helped,helped,1,0.0,pre_replay
84,Carol helped at the Park on Tuesday. What did Carol do?,helped,helped,1,0.0,pre_replay
85,Bob met at the Mall on Monday. Where was Bob?,the Mall,the Mall,1,0.0,pre_replay
86,Alice helped at the Cafe on Monday. What did Alice do?,helped,helped,1,0.0,pre_replay
87,Alice met at the Cafe on Wednesday. Who was at the Cafe?,Alice,Alice,1,0.0,pre_replay
88,Dave met at the Cafe on Thursday. What did Dave do?,met,met,1,0.0,pre_replay
89,Carol helped at the Library on Wednesday. Where was Carol?,the Library,the Library,1,0.0,pre_replay
90,Carol helped at the Park on Tuesday. When was Carol at the Park?,Tuesday,Tuesday,1,0.0,pre_replay
91,Dave helped at the Library on Thursday. When was Dave at the Library?,Thursday,Thursday,1,0.0,pre_replay
92,Dave met at the Mall on Thursday. When was Dave at the Mall?,Thursday,Thursday,1,0.0,pre_replay
93,Bob met at the Library on Tuesday. What did Bob do?,met,met,1,0.0,pre_replay
94,Bob met at the Mall on Tuesday. Where was Bob?,the Mall,the Mall,1,0.0,pre_replay
95,Alice saw at the Cafe on Thursday. When was Alice at the Cafe?,Thursday,Thursday,1,0.0,pre_replay
96,Carol saw at the Mall on Tuesday. Who was at the Mall?,Carol,Carol,1,0.0,pre_replay
97,Carol saw at the Park on Tuesday. What did Carol do?,saw,saw,1,0.0,pre_replay
98,Alice saw at the Park on Wednesday. Where was Alice?,the Park,the Park,1,0.0,pre_replay
99,Alice met at the Park on Wednesday. Where was Alice?,the Park,the Park,1,0.0,pre_replay
100,Bob helped at the Mall on Monday. What did Bob do?,helped,helped,1,0.0,pre_replay
101,Dave helped at the Mall on Thursday. When was Dave at the Mall?,Thursday,Thursday,1,0.0,pre_replay
102,Alice met at the Park on Wednesday. What did Alice do?,met,met,1,0.0,pre_replay
103,Dave helped at the Cafe on Tuesday. Where was Dave?,the Cafe,the Cafe,1,0.0,pre_replay
104,Bob saw at the Cafe on Monday. Where was Bob?,the Cafe,the Cafe,1,0.0,pre_replay
105,Carol met at the Park on Wednesday. Where was Carol?,the Park,the Park,1,0.0,pre_replay
106,Dave met at the Cafe on Thursday. When was Dave at the Cafe?,Thursday,Thursday,1,0.0,pre_replay
107,Carol found at the Park on Monday. Who was at the Park?,Carol,Carol,1,0.0,pre_replay
108,Alice found at the Library on Thursday. What did Alice do?,found,found,1,0.0,pre_replay
109,Carol met at the Library on Wednesday. Where was Carol?,the Library,the Library,1,0.0,pre_replay
110,Carol saw at the Cafe on Thursday. Where was Carol?,the Cafe,the Cafe,1,0.0,pre_replay
111,Dave found at the Library on Monday. Who was at the Library?,Dave,Dave,1,0.0,pre_replay
112,Bob found at the Mall on Thursday. When was Bob at the Mall?,Thursday,Thursday,1,0.0,pre_replay
113,Alice met at the Library on Tuesday. When was Alice at the Library?,Tuesday,Tuesday,1,0.0,pre_replay
114,Dave found at the Library on Tuesday. Where was Dave?,the Library,the Library,1,0.0,pre_replay
115,Dave found at the Cafe on Thursday. Where was Dave?,the Cafe,the Cafe,1,0.0,pre_replay
116,Alice found at the Library on Tuesday. When was Alice at the Library?,Tuesday,Tuesday,1,0.0,pre_replay
117,Bob met at the Cafe on Thursday. Where was Bob?,the Cafe,the Cafe,1,0.0,pre_replay
118,Carol met at the Mall on Tuesday. Where was Carol?,the Mall,the Mall,1,0.0,pre_replay
119,Alice met at the Library on Wednesday. Who was at the Library?,Alice,Alice,1,0.0,pre_replay
120,Alice found at the Library on Wednesday. When was Alice at the Library?,Wednesday,Wednesday,1,0.0,pre_replay
121,Dave saw at the Mall on Thursday. What did Dave do?,saw,saw,1,0.0,pre_replay
122,Bob found at the Mall on Thursday. Who was at the Mall?,Bob,Bob,1,0.0,pre_replay
123,Carol found at the Park on Thursday. Where was Carol?,the Park,the Park,1,0.0,pre_replay
124,Dave saw at the Mall on Tuesday. When was Dave at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay
125,Bob met at the Cafe on Wednesday. What did Bob do?,met,met,1,0.0,pre_replay
126,Dave met at the Library on Monday. What did Dave do?,met,met,1,0.0,pre_replay
127,Alice helped at the Library on Wednesday. When was Alice at the Library?,Wednesday,Wednesday,1,0.0,pre_replay
128,Bob found at the Library on Tuesday. Where was Bob?,the Library,the Library,1,0.0,pre_replay
129,Alice saw at the Mall on Tuesday. When was Alice at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay
130,Bob met at the Library on Thursday. Where was Bob?,the Library,the Library,1,0.0,pre_replay
131,Alice met at the Park on Tuesday. Where was Alice?,the Park,the Park,1,0.0,pre_replay
132,Dave met at the Cafe on Tuesday. What did Dave do?,met,met,1,0.0,pre_replay
133,Dave found at the Park on Monday. Who was at the Park?,Dave,Dave,1,0.0,pre_replay
134,Dave saw at the Cafe on Tuesday. Who was at the Cafe?,Dave,Dave,1,0.0,pre_replay
