idx,prompt,answer,pred,correct,latency_ms,flags,gating_enabled
0,Dave saw at the Cafe on Thursday. When was Dave at the Cafe?,Thursday,Thursday,1,0.0,pre_replay,False
1,Dave met at the Mall on Tuesday. What did Dave do?,met,met,1,0.0,pre_replay,False
2,Alice met at the Library on Tuesday. What did Alice do?,met,met,1,0.0,pre_replay,False
3,Bob saw at the Mall on Monday. Where was Bob?,the Mall,the Mall,1,0.0,pre_replay,False
4,Bob helped at the Park on Thursday. When was Bob at the Park?,Thursday,Thursday,1,0.0,pre_replay,False
5,Bob helped at the Mall on Wednesday. When was Bob at the Mall?,Wednesday,Wednesday,1,0.0,pre_replay,False
6,Dave helped at the Library on Tuesday. Where was Dave?,the Library,the Library,1,0.0,pre_replay,False
7,Alice found at the Mall on Thursday. When was Alice at the Mall?,Thursday,Thursday,1,0.0,pre_replay,False
8,Dave found at the Mall on Tuesday. What did Dave do?,found,found,1,0.0,pre_replay,False
9,Dave met at the Park on Monday. What did Dave do?,met,met,1,0.0,pre_replay,False
10,Alice found at the Library on Wednesday. When was Alice at the Library?,Wednesday,Wednesday,1,0.0,pre_replay,False
11,Dave helped at the Library on Tuesday. When was Dave at the Library?,Tuesday,Tuesday,1,0.0,pre_replay,False
12,Dave met at the Mall on Tuesday. When was Dave at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay,False
13,Bob met at the Cafe on Tuesday. Who was at the Cafe?,Bob,Bob,1,0.0,pre_replay,False
14,Bob helped at the Park on Tuesday. Where was Bob?,the Park,the Park,1,0.0,pre_replay,False
15,Alice helped at the Park on Tuesday. Where was Alice?,the Park,the Park,1,0.0,pre_replay,False
16,Bob saw at the Cafe on Tuesday. Who was at the Cafe?,Bob,Bob,1,0.0,pre_replay,False
17,Alice found at the Library on Wednesday. When was Alice at the Library?,Wednesday,Wednesday,1,0.0,pre_replay,False
18,Bob saw at the Mall on Thursday. What did Bob do?,saw,saw,1,0.0,pre_replay,False
19,Alice saw at the Park on Thursday. Who was at the Park?,Alice,Alice,1,0.0,pre_replay,False
20,Dave saw at the Park on Tuesday. Who was at the Park?,Dave,Dave,1,0.0,pre_replay,False
21,Alice helped at the Mall on Thursday. What did Alice do?,helped,helped,1,0.0,pre_replay,False
22,Carol found at the Library on Tuesday. Where was Carol?,the Library,the Library,1,0.0,pre_replay,False
23,Bob saw at the Park on Wednesday. Who was at the Park?,Bob,Bob,1,0.0,pre_replay,False
24,Alice found at the Mall on Tuesday. Where was Alice?,the Mall,the Mall,1,0.0,pre_replay,False
25,Bob met at the Library on Tuesday. What did Bob do?,met,met,1,0.0,pre_replay,False
26,Dave met at the Mall on Thursday. What did Dave do?,met,met,1,0.0,pre_replay,False
27,Carol met at the Mall on Thursday. Who was at the Mall?,Carol,Carol,1,0.0,pre_replay,False
28,Bob helped at the Park on Wednesday. What did Bob do?,helped,helped,1,0.0,pre_replay,False
29,Alice saw at the Park on Thursday. Who was at the Park?,Alice,Alice,1,0.0,pre_replay,False
30,Dave met at the Park on Monday. Where was Dave?,the Park,the Park,1,0.0,pre_replay,False
31,Dave met at the Park on Thursday. Where was Dave?,the Park,the Park,1,0.0,pre_replay,False
32,Bob met at the Park on Wednesday. When was Bob at the Park?,Wednesday,Wednesday,1,0.0,pre_replay,False
33,Carol met at the Mall on Monday. What did Carol do?,met,met,1,0.0,pre_replay,False
34,Bob met at the Cafe on Tuesday. Where was Bob?,the Cafe,the Cafe,1,0.0,pre_replay,False
35,Alice found at the Mall on Monday. Who was at the Mall?,Alice,Alice,1,0.0,pre_replay,False
36,Dave helped at the Mall on Wednesday. Who was at the Mall?,Dave,Dave,1,0.0,pre_replay,False
37,Alice saw at the Mall on Tuesday. What did Alice do?,saw,saw,1,0.0,pre_replay,False
38,Carol met at the Park on Tuesday. What did Carol do?,met,met,1,0.0,pre_replay,False
39,Carol helped at the Cafe on Tuesday. Who was at the Cafe?,Carol,Carol,1,0.0,pre_replay,False
40,Alice helped at the Mall on Wednesday. Who was at the Mall?,Alice,Alice,1,0.0,pre_replay,False
41,Carol helped at the Mall on Tuesday. When was Carol at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay,False
42,Bob helped at the Mall on Thursday. When was Bob at the Mall?,Thursday,Thursday,1,0.0,pre_replay,False
43,Dave found at the Cafe on Wednesday. Who was at the Cafe?,Dave,Dave,1,0.0,pre_replay,False
44,Dave found at the Park on Monday. Where was Dave?,the Park,the Park,1,0.0,pre_replay,False
45,Carol found at the Library on Thursday. Where was Carol?,the Library,the Library,1,0.0,pre_replay,False
46,Alice helped at the Cafe on Wednesday. When was Alice at the Cafe?,Wednesday,Wednesday,1,0.0,pre_replay,False
47,Carol helped at the Park on Thursday. What did Carol do?,helped,helped,1,0.0,pre_replay,False
48,Alice met at the Mall on Monday. Who was at the Mall?,Alice,Alice,1,0.0,pre_replay,False
49,Bob helped at the Library on Tuesday. When was Bob at the Library?,Tuesday,Tuesday,1,0.0,pre_replay,False
50,Alice saw at the Park on Thursday. Where was Alice?,the Park,the Park,1,0.0,pre_replay,False
51,Alice helped at the Mall on Tuesday. When was Alice at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay,False
52,Bob helped at the Park on Wednesday. Where was Bob?,the Park,the Park,1,0.0,pre_replay,False
53,Carol saw at the Park on Thursday. What did Carol do?,saw,saw,1,0.0,pre_replay,False
54,Dave saw at the Library on Thursday. Where was Dave?,the Library,the Library,1,0.0,pre_replay,False
55,Alice saw at the Cafe on Thursday. What did Alice do?,saw,saw,1,0.0,pre_replay,False
56,Dave met at the Mall on Monday. Who was at the Mall?,Dave,Dave,1,0.0,pre_replay,False
57,Carol helped at the Cafe on Wednesday. What did Carol do?,helped,helped,1,0.0,pre_replay,False
58,Dave found at the Cafe on Thursday. Where was Dave?,the Cafe,the Cafe,1,0.0,pre_replay,False
59,Alice met at the Cafe on Monday. Who was at the Cafe?,Alice,Alice,1,0.0,pre_replay,False
60,Bob met at the Mall on Thursday. What did Bob do?,met,met,1,0.0,pre_replay,False
61,Alice found at the Mall on Wednesday. When was Alice at the Mall?,Wednesday,Wednesday,1,0.0,pre_replay,False
62,Carol met at the Park on Tuesday. What did Carol do?,met,met,1,0.0,pre_replay,False
63,Dave helped at the Library on Tuesday. Who was at the Library?,Dave,Dave,1,0.0,pre_replay,False
64,Alice met at the Cafe on Tuesday. Where was Alice?,the Cafe,the Cafe,1,0.0,pre_replay,False
65,Carol met at the Library on Thursday. Who was at the Library?,Carol,Carol,1,0.0,pre_replay,False
66,Carol found at the Park on Monday. Where was Carol?,the Park,the Park,1,0.0,pre_replay,False
67,Dave met at the Park on Thursday. Where was Dave?,the Park,the Park,1,0.0,pre_replay,False
68,Alice helped at the Cafe on Thursday. Who was at the Cafe?,Alice,Alice,1,0.0,pre_replay,False
69,Alice helped at the Park on Monday. Who was at the Park?,Alice,Alice,1,0.0,pre_replay,False
70,Dave helped at the Cafe on Tuesday. Where was Dave?,the Cafe,the Cafe,1,0.0,pre_replay,False
71,Bob helped at the Park on Thursday. When was Bob at the Park?,Thursday,Thursday,1,0.0,pre_replay,False
72,Alice helped at the Cafe on Monday. Where was Alice?,the Cafe,the Cafe,1,0.0,pre_replay,False
73,Carol helped at the Cafe on Thursday. When was Carol at the Cafe?,Thursday,Thursday,1,0.0,pre_replay,False
74,Bob saw at the Park on Wednesday. When was Bob at the Park?,Wednesday,Wednesday,1,0.0,pre_replay,False
75,Carol found at the Mall on Thursday. When was Carol at the Mall?,Thursday,Thursday,1,0.0,pre_replay,False
76,Carol met at the Cafe on Monday. What did Carol do?,met,met,1,0.0,pre_replay,False
77,Alice found at the Cafe on Monday. Who was at the Cafe?,Alice,Alice,1,0.0,pre_replay,False
78,Bob met at the Library on Monday. What did Bob do?,met,met,1,0.0,pre_replay,False
