idx,prompt,answer,pred,correct,latency_ms,flags
0,Dave bought a apple at StoreA. StoreA is in Berlin. In which city did Dave buy the apple?,Berlin,Berlin,1,0.0,pre_replay
1,Dave bought a ball at StoreB. StoreB is in London. In which city did Dave buy the ball?,London,London,1,0.0,pre_replay
2,Dave bought a book at StoreB. StoreB is in London. In which city did Dave buy the book?,London,London,1,0.0,pre_replay
3,Bob bought a coin at StoreA. StoreA is in Paris. In which city did Bob buy the coin?,Paris,Paris,1,0.0,pre_replay
4,Bob bought a apple at StoreA. StoreA is in Rome. In which city did Bob buy the apple?,Rome,Rome,1,0.0,pre_replay
5,Alice bought a apple at StoreC. StoreC is in London. In which city did Alice buy the apple?,London,London,1,0.0,pre_replay
6,Bob bought a coin at StoreA. StoreA is in Rome. In which city did Bob buy the coin?,Rome,Rome,1,0.0,pre_replay
7,Carol bought a book at StoreB. StoreB is in London. In which city did Carol buy the book?,London,London,1,0.0,pre_replay
8,Carol bought a ball at StoreC. StoreC is in Berlin. In which city did Carol buy the ball?,Berlin,Berlin,1,0.0,pre_replay
9,Dave bought a ball at StoreC. StoreC is in Rome. In which city did Dave buy the ball?,Rome,Rome,1,0.0,pre_replay
10,Bob bought a ball at StoreC. StoreC is in Berlin. In which city did Bob buy the ball?,Berlin,Berlin,1,0.0,pre_replay
11,Carol bought a coin at StoreA. StoreA is in Berlin. In which city did Carol buy the coin?,Berlin,Berlin,1,0.0,pre_replay
12,Carol bought a apple at StoreC. StoreC is in London. In which city did Carol buy the apple?,London,London,1,0.0,pre_replay
13,Carol bought a coin at StoreB. StoreB is in Paris. In which city did Carol buy the coin?,Paris,Paris,1,0.0,pre_replay
14,Alice bought a coin at StoreB. StoreB is in Berlin. In which city did Alice buy the coin?,Berlin,Berlin,1,0.0,pre_replay
15,Dave bought a apple at StoreB. StoreB is in London. In which city did Dave buy the apple?,London,London,1,0.0,pre_replay
16,Alice bought a coin at StoreB. StoreB is in Berlin. In which city did Alice buy the coin?,Berlin,Berlin,1,0.0,pre_replay
17,Bob bought a apple at StoreB. StoreB is in London. In which city did Bob buy the apple?,London,London,1,0.0,pre_replay
18,Dave bought a book at StoreB. StoreB is in Paris. In which city did Dave buy the book?,Paris,Paris,1,0.0,pre_replay
