idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,time_ms_per_100,rss_mb,flags,gating_enabled
0,"Distractor: Alice likes yellow. Distractor: Dave likes green. Distractor: Carol likes blue. Distractor: Dave likes red. Distractor: Dave likes blue. Distractor: Bob likes yellow. Distractor: Alice likes red. Distractor: Bob likes blue. Dave likes blue. Actually, Dave likes red. What color does Dave like?",red,red,1,1,1.0,1,1,0,0,0.12633100004677544,0.02270679999330443,633.52734375,pre_replay,False
1,"Distractor: Bob likes blue. Distractor: Bob likes yellow. Distractor: Alice likes green. Distractor: Carol likes red. Distractor: Carol likes blue. Distractor: Carol likes green. Distractor: Dave likes yellow. Distractor: Carol likes green. Carol likes red. Actually, Carol likes blue. What color does Carol like?",blue,blue,1,1,1.0,1,1,0,0,0.011040000117645832,0.02270679999330443,633.52734375,pre_replay,False
2,"Distractor: Carol likes yellow. Distractor: Alice likes yellow. Distractor: Carol likes blue. Distractor: Bob likes green. Distractor: Dave likes green. Distractor: Alice likes red. Distractor: Dave likes yellow. Distractor: Dave likes yellow. Carol likes yellow. Actually, Carol likes red. What color does Carol like?",red,red,1,1,1.0,1,1,0,0,0.008380000053875847,0.02270679999330443,633.52734375,pre_replay,False
3,"Distractor: Alice likes yellow. Distractor: Dave likes yellow. Distractor: Bob likes blue. Distractor: Carol likes blue. Distractor: Dave likes red. Distractor: Carol likes red. Distractor: Bob likes red. Distractor: Dave likes red. Dave likes blue. Actually, Dave likes yellow. What color does Dave like?",yellow,yellow,1,1,1.0,1,1,0,0,0.008099999831756577,0.02270679999330443,633.52734375,pre_replay,False
4,"Distractor: Bob likes green. Distractor: Dave likes yellow. Distractor: Bob likes yellow. Distractor: Carol likes blue. Distractor: Bob likes yellow. Distractor: Alice likes yellow. Distractor: Alice likes yellow. Distractor: Bob likes yellow. Alice likes yellow. Actually, Alice likes blue. What color does Alice like?",blue,blue,1,1,1.0,1,1,0,0,0.007439999990310753,0.02270679999330443,633.52734375,pre_replay,False
5,"Distractor: Bob likes red. Distractor: Alice likes blue. Distractor: Alice likes yellow. Distractor: Bob likes blue. Distractor: Bob likes green. Distractor: Carol likes blue. Distractor: Carol likes red. Distractor: Bob likes yellow. Carol likes red. Actually, Carol likes green. What color does Carol like?",green,green,1,1,1.0,1,1,0,0,0.007879999884607969,0.02270679999330443,633.52734375,pre_replay,False
6,"Distractor: Carol likes blue. Distractor: Carol likes red. Distractor: Bob likes blue. Distractor: Bob likes red. Distractor: Bob likes red. Distractor: Carol likes red. Distractor: Alice likes yellow. Distractor: Bob likes green. Alice likes green. Actually, Alice likes blue. What color does Alice like?",blue,blue,1,1,1.0,1,1,0,0,0.007239999831654131,0.02270679999330443,633.52734375,pre_replay,False
7,"Distractor: Bob likes yellow. Distractor: Dave likes blue. Distractor: Dave likes red. Distractor: Alice likes blue. Distractor: Carol likes yellow. Distractor: Alice likes green. Distractor: Dave likes yellow. Distractor: Bob likes green. Bob likes blue. Actually, Bob likes red. What color does Bob like?",red,red,1,1,1.0,1,1,0,0,0.0072900002123788,0.02270679999330443,633.52734375,pre_replay,False
8,"Distractor: Alice likes green. Distractor: Dave likes yellow. Distractor: Bob likes blue. Distractor: Bob likes green. Distractor: Dave likes blue. Distractor: Bob likes green. Distractor: Dave likes red. Distractor: Carol likes blue. Alice likes yellow. Actually, Alice likes red. What color does Alice like?",red,red,1,1,1.0,1,1,0,0,0.007079999704728834,0.02270679999330443,633.52734375,pre_replay,False
9,"Distractor: Alice likes blue. Distractor: Dave likes red. Distractor: Dave likes yellow. Distractor: Bob likes green. Distractor: Alice likes red. Distractor: Bob likes red. Distractor: Bob likes blue. Distractor: Bob likes red. Carol likes green. Actually, Carol likes blue. What color does Carol like?",blue,blue,1,1,1.0,1,1,0,0,0.007359999926848104,0.02270679999330443,633.52734375,pre_replay,False
