idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,success,steps_pred,steps_opt,suboptimality,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.hit_rate_at_k,retrieval.relational.hits,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gates.relational.accepts,gates.relational.aggregated,gates.relational.attempts,gates.relational.blocked_new_edges,gates.relational.inserted,gates.relational.routed_to_episodic,gates.spatial.accepts,gates.spatial.aggregated,gates.spatial.attempts,gates.spatial.blocked_new_edges,gates.spatial.inserted,gates.spatial.routed_to_episodic
0,Carol bought a apple at StoreB. StoreB is in Berlin. In which city did Carol buy the apple?,Berlin,Berlin,,,,1,1,0,0,78.9164279999568,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
1,Carol bought a ball at StoreB. StoreB is in London. In which city did Carol buy the ball?,London,London,,,,1,1,0,0,77.08624100007455,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
2,Carol bought a book at StoreB. StoreB is in Berlin. In which city did Carol buy the book?,Berlin,Berlin,,,,1,1,0,0,76.55368900009307,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
3,Alice bought a ball at StoreB. StoreB is in Berlin. In which city did Alice buy the ball?,Berlin,Berlin,,,,1,1,0,0,77.62981400003355,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
4,Carol bought a book at StoreB. StoreB is in Paris. In which city did Carol buy the book?,Paris,Paris.,,,,1,1,0,1,107.65104999995856,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
5,Dave bought a apple at StoreA. StoreA is in Rome. In which city did Dave buy the apple?,Rome,Rome.,,,,1,1,0,1,129.65583599998354,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
6,Dave bought a ball at StoreA. StoreA is in Paris. In which city did Dave buy the ball?,Paris,Paris,,,,1,1,0,0,77.84651399992981,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
7,Alice bought a book at StoreB. StoreB is in Paris. In which city did Alice buy the book?,Paris,Paris,,,,1,1,0,0,77.13911199994072,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
8,Alice bought a apple at StoreA. StoreA is in Paris. In which city did Alice buy the apple?,Paris,Paris.,,,,1,1,0,1,102.63052099992365,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
9,Carol bought a apple at StoreB. StoreB is in Rome. In which city did Carol buy the apple?,Rome,Rome.,,,,1,1,0,1,128.51978199989844,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
10,Alice bought a ball at StoreB. StoreB is in London. In which city did Alice buy the ball?,London,London.,,,,1,1,0,1,103.13025300001755,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
11,Alice bought a ball at StoreA. StoreA is in London. In which city did Alice buy the ball?,London,London.,,,,1,1,0,1,102.8386819999696,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
12,Bob bought a book at StoreC. StoreC is in Berlin. In which city did Bob buy the book?,Berlin,Berlin,,,,1,1,0,0,77.48614199999793,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
13,Dave bought a book at StoreC. StoreC is in Berlin. In which city did Dave buy the book?,Berlin,Berlin,,,,1,1,0,0,77.95727400002761,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
14,Carol bought a ball at StoreB. StoreB is in Paris. In which city did Carol buy the ball?,Paris,Paris,,,,1,1,0,0,78.0477250000331,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
15,Bob bought a book at StoreA. StoreA is in Rome. In which city did Bob buy the book?,Rome,Rome,,,,1,1,0,0,105.84004299994376,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
16,Alice bought a apple at StoreB. StoreB is in Rome. In which city did Alice buy the apple?,Rome,Rome.,,,,1,1,0,1,131.84972500005188,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
17,Alice bought a apple at StoreB. StoreB is in Rome. In which city did Alice buy the apple?,Rome,Rome.,,,,1,1,0,1,127.8155400000287,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
18,Alice bought a coin at StoreB. StoreB is in London. In which city did Alice buy the coin?,London,London.,,,,1,1,0,1,102.63155999996343,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
19,Alice bought a coin at StoreB. StoreB is in Berlin. In which city did Alice buy the coin?,Berlin,Berlin.,,,,1,1,0,1,107.64064099998905,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
20,Alice bought a apple at StoreB. StoreB is in Rome. In which city did Alice buy the apple?,Rome,Rome.,,,,1,1,0,1,131.04866100002255,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
21,Bob bought a apple at StoreA. StoreA is in Berlin. In which city did Bob buy the apple?,Berlin,Berlin,,,,1,1,0,0,76.70812999992904,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
22,Dave bought a coin at StoreC. StoreC is in Rome. In which city did Dave buy the coin?,Rome,Rome,,,,1,1,0,0,110.28287100009493,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
23,Bob bought a apple at StoreC. StoreC is in Rome. In which city did Bob buy the apple?,Rome,Rome.,,,,1,1,0,1,130.92741200000546,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
24,Dave bought a apple at StoreC. StoreC is in Berlin. In which city did Dave buy the apple?,Berlin,Berlin,,,,1,1,0,0,78.24484499997197,,,,,pre_replay,False,0.4418949199975941,1.0,50,50,50,50,0.10793095999815705,0.0,0,50,50,50,0.06117536000374457,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
