idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,time_ms_per_100,rss_mb,flags,gating_enabled
0,Alice found at the Library on Monday. Where was Alice?,the Library,the Library,1,1,1.0,2,2,0,0,0.1343799999631301,0.06381179466850219,633.66015625,pre_replay,False
1,Alice found at the Mall on Monday. Who was at the Mall?,Alice,Alice,1,1,1.0,1,1,0,0,0.010010000096372096,0.06381179466850219,633.66015625,pre_replay,False
2,Dave met at the Mall on Monday. Who was at the Mall?,Dave,Dave,1,1,1.0,1,1,0,0,0.0079100000220933,0.06381179466850219,633.66015625,pre_replay,False
3,Bob saw at the Cafe on Tuesday. When was Bob at the Cafe?,Tuesday,Tuesday,1,1,1.0,1,1,0,0,0.0074599997788027395,0.06381179466850219,633.66015625,pre_replay,False
4,Alice met at the Library on Tuesday. Who was at the Library?,Alice,Alice,1,1,1.0,1,1,0,0,0.00683999996908824,0.06381179466850219,633.66015625,pre_replay,False
5,Bob helped at the Cafe on Thursday. Where was Bob?,the Cafe,the Cafe,1,1,1.0,2,2,0,0,0.00819000024421257,0.06381179466850219,633.66015625,pre_replay,False
6,Bob helped at the Mall on Thursday. When was Bob at the Mall?,Thursday,Thursday,1,1,1.0,1,1,0,0,0.007080000159476185,0.06381179466850219,633.66015625,pre_replay,False
7,Dave met at the Park on Tuesday. Where was Dave?,the Park,the Park,1,1,1.0,2,2,0,0,0.007300000106624793,0.06381179466850219,633.66015625,pre_replay,False
8,Carol saw at the Park on Wednesday. Where was Carol?,the Park,the Park,1,1,1.0,2,2,0,0,0.006769999799871584,0.06381179466850219,633.66015625,pre_replay,False
9,Carol helped at the Library on Monday. Where was Carol?,the Library,the Library,1,1,1.0,2,2,0,0,0.007280999852810055,0.06381179466850219,633.66015625,pre_replay,False
10,Bob found at the Park on Tuesday. Where was Bob?,the Park,the Park,1,1,1.0,2,2,0,0,0.006990000201767543,0.06381179466850219,633.66015625,pre_replay,False
11,Dave met at the Library on Tuesday. What did Dave do?,met,met,1,1,1.0,1,1,0,0,0.009219999810738955,0.06381179466850219,633.66015625,pre_replay,False
12,Bob helped at the Cafe on Monday. When was Bob at the Cafe?,Monday,Monday,1,1,1.0,1,1,0,0,0.006889999895065557,0.06381179466850219,633.66015625,pre_replay,False
13,Bob saw at the Park on Wednesday. What did Bob do?,saw,saw,1,1,1.0,1,1,0,0,0.0064599998950143345,0.06381179466850219,633.66015625,pre_replay,False
14,Carol saw at the Mall on Tuesday. When was Carol at the Mall?,Tuesday,Tuesday,1,1,1.0,1,1,0,0,0.006490000032499665,0.06381179466850219,633.66015625,pre_replay,False
15,Bob saw at the Mall on Wednesday. What did Bob do?,saw,saw,1,1,1.0,1,1,0,0,0.006260000191105064,0.06381179466850219,633.66015625,pre_replay,False
16,Carol helped at the Mall on Wednesday. Where was Carol?,the Mall,the Mall,1,1,1.0,2,2,0,0,0.007139999979699496,0.06381179466850219,633.66015625,pre_replay,False
17,Bob helped at the Mall on Thursday. When was Bob at the Mall?,Thursday,Thursday,1,1,1.0,1,1,0,0,0.049530000069353264,0.06381179466850219,633.66015625,pre_replay,False
18,Bob saw at the Park on Monday. Where was Bob?,the Park,the Park,1,1,1.0,2,2,0,0,0.009480000244366238,0.06381179466850219,633.66015625,pre_replay,False
19,Bob met at the Cafe on Tuesday. Where was Bob?,the Cafe,the Cafe,1,1,1.0,2,2,0,0,0.007529999948019395,0.06381179466850219,633.66015625,pre_replay,False
20,Alice met at the Cafe on Wednesday. Where was Alice?,the Cafe,the Cafe,1,1,1.0,2,2,0,0,0.007079999704728834,0.06381179466850219,633.66015625,pre_replay,False
21,Carol saw at the Cafe on Thursday. When was Carol at the Cafe?,Thursday,Thursday,1,1,1.0,1,1,0,0,0.0069899997470201924,0.06381179466850219,633.66015625,pre_replay,False
22,Carol helped at the Library on Wednesday. When was Carol at the Library?,Wednesday,Wednesday,1,1,1.0,1,1,0,0,0.006949999715288868,0.06381179466850219,633.66015625,pre_replay,False
23,Alice helped at the Cafe on Thursday. What did Alice do?,helped,helped,1,1,1.0,1,1,0,0,0.006750000011379598,0.06381179466850219,633.66015625,pre_replay,False
24,Alice found at the Mall on Wednesday. When was Alice at the Mall?,Wednesday,Wednesday,1,1,1.0,1,1,0,0,0.006570000095962314,0.06381179466850219,633.66015625,pre_replay,False
25,Carol met at the Cafe on Thursday. When was Carol at the Cafe?,Thursday,Thursday,1,1,1.0,1,1,0,0,0.006610000127693638,0.06381179466850219,633.66015625,pre_replay,False
26,Carol met at the Park on Wednesday. Who was at the Park?,Carol,Carol,1,1,1.0,1,1,0,0,0.006539999958476983,0.06381179466850219,633.66015625,pre_replay,False
27,Dave helped at the Cafe on Wednesday. Where was Dave?,the Cafe,the Cafe,1,1,1.0,2,2,0,0,0.00715000032869284,0.06381179466850219,633.66015625,pre_replay,False
28,Alice helped at the Park on Wednesday. Who was at the Park?,Alice,Alice,1,1,1.0,1,1,0,0,0.006529999609483639,0.06381179466850219,633.66015625,pre_replay,False
29,Carol helped at the Mall on Monday. What did Carol do?,helped,helped,1,1,1.0,1,1,0,0,0.0064000000747910235,0.06381179466850219,633.66015625,pre_replay,False
30,Carol helped at the Library on Tuesday. What did Carol do?,helped,helped,1,1,1.0,1,1,0,0,0.006279999979597051,0.06381179466850219,633.66015625,pre_replay,False
31,Alice found at the Mall on Thursday. What did Alice do?,found,found,1,1,1.0,1,1,0,0,0.006191000011313008,0.06381179466850219,633.66015625,pre_replay,False
32,Alice found at the Park on Tuesday. Who was at the Park?,Alice,Alice,1,1,1.0,1,1,0,0,0.006230000053619733,0.06381179466850219,633.66015625,pre_replay,False
