idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,success,steps_pred,steps_opt,suboptimality,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.hit_rate_at_k,retrieval.relational.hits,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gates.episodic.accepts,gates.episodic.aggregated,gates.episodic.attempts,gates.episodic.blocked_new_edges,gates.episodic.inserted,gates.episodic.routed_to_episodic,gates.relational.accepts,gates.relational.aggregated,gates.relational.attempts,gates.relational.blocked_new_edges,gates.relational.inserted,gates.relational.routed_to_episodic,gates.spatial.accepts,gates.spatial.aggregated,gates.spatial.attempts,gates.spatial.blocked_new_edges,gates.spatial.inserted,gates.spatial.routed_to_episodic
0,Carol went to the Library. --- FLUSH --- Where did Carol go?,the Library,The Library.,,,,2,2,0,1,133.70151699996313,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Carol went to the Mall. --- FLUSH --- Where did Carol go?,the Mall,Mall.,,,,1,2,0,1,132.61861199998748,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Carol went to the Park. --- FLUSH --- Where did Carol go?,the Park,The Park.,,,,2,2,0,1,133.5394959999121,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Dave went to the Library. --- FLUSH --- Where did Dave go?,the Library,The Library.,,,,2,2,0,1,131.9572979998611,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Carol went to the Cafe. --- FLUSH --- Where did Carol go?,the Cafe,Cafe,,,,1,2,0,0,104.89709299986316,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Dave went to the Mall. --- FLUSH --- Where did Dave go?,the Mall,The Mall.,,,,2,2,0,1,132.82898199986448,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Alice went to the Park. --- FLUSH --- Where did Alice go?,the Park,The Park.,,,,2,2,0,1,132.30559999988145,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Dave went to the Mall. --- FLUSH --- Where did Dave go?,the Mall,Mall.,,,,1,2,0,1,133.6389569999028,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Carol went to the Cafe. --- FLUSH --- Where did Carol go?,the Cafe,Cafe,,,,1,2,0,0,106.6350019998481,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Carol went to the Cafe. --- FLUSH --- Where did Carol go?,the Cafe,Cafe,,,,1,2,0,0,108.88849399998435,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Dave went to the Library. --- FLUSH --- Where did Dave go?,the Library,The Library.,,,,2,2,0,1,133.14930400019875,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Bob went to the Park. --- FLUSH --- Where did Bob go?,the Park,The Park.,,,,2,2,0,1,134.3255809999846,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Dave went to the Park. --- FLUSH --- Where did Dave go?,the Park,The Park.,,,,2,2,0,1,133.14996399981283,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Bob went to the Cafe. --- FLUSH --- Where did Bob go?,the Cafe,Cafe,,,,1,2,0,0,107.01641400009976,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Alice went to the Cafe. --- FLUSH --- Where did Alice go?,the Cafe,Cafe.,,,,1,2,0,1,131.92312799992578,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Dave went to the Cafe. --- FLUSH --- Where did Dave go?,the Cafe,Cafe,,,,1,2,0,0,105.42728499990517,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Alice went to the Library. --- FLUSH --- Where did Alice go?,the Library,Library.,,,,1,2,0,1,105.87797800008047,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Bob went to the Cafe. --- FLUSH --- Where did Bob go?,the Cafe,Cafe,,,,1,2,0,0,107.35657600002924,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Carol went to the Library. --- FLUSH --- Where did Carol go?,the Library,The Library.,,,,2,2,0,1,133.84438799994314,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Dave went to the Park. --- FLUSH --- Where did Dave go?,the Park,The Park.,,,,2,2,0,1,132.57318099999793,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Alice went to the Park. --- FLUSH --- Where did Alice go?,the Park,The Park.,,,,2,2,0,1,131.0289919999832,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Dave went to the Library. --- FLUSH --- Where did Dave go?,the Library,Library,,,,1,2,0,0,79.52022699987538,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Alice went to the Park. --- FLUSH --- Where did Alice go?,the Park,The Park.,,,,2,2,0,1,132.88862199988216,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Bob went to the Library. --- FLUSH --- Where did Bob go?,the Library,Library,,,,1,2,0,0,78.50996999991366,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Bob went to the Cafe. --- FLUSH --- Where did Bob go?,the Cafe,Cafe,,,,1,2,0,0,105.06819400006862,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Dave went to the Mall. --- FLUSH --- Where did Dave go?,the Mall,The Mall.,,,,2,2,0,1,132.73850200016568,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Alice went to the Mall. --- FLUSH --- Where did Alice go?,the Mall,Mall.,,,,1,2,0,1,133.08488300003773,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Carol went to the Park. --- FLUSH --- Where did Carol go?,the Park,The Park.,,,,2,2,0,1,132.56084099998588,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Carol went to the Cafe. --- FLUSH --- Where did Carol go?,the Cafe,Cafe,,,,1,2,0,0,104.04504799998904,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Bob went to the Cafe. --- FLUSH --- Where did Bob go?,the Cafe,Cafe,,,,1,2,0,0,106.82728299980226,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Bob went to the Park. --- FLUSH --- Where did Bob go?,the Park,Park.,,,,1,2,0,1,104.82645199999752,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Alice went to the Library. --- FLUSH --- Where did Alice go?,the Library,Library.,,,,1,2,0,1,104.3970990001526,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Dave went to the Park. --- FLUSH --- Where did Dave go?,the Park,The Park.,,,,2,2,0,1,132.84149200012507,,,,,pre_replay,False,0.47453789999053697,1.0,50,50,50,50,0.11672247999285901,0.0,0,50,50,50,0.06730204000177764,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
