idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,memory_hit,retrieval_latency_ms,router_path,topk_keys,distance,justification,success,steps_pred,steps_opt,suboptimality,time_ms_per_100,rss_mb,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.batch_size,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits_at_k,retrieval.episodic.k,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.batch_size,retrieval.relational.hit_rate_at_k,retrieval.relational.hits_at_k,retrieval.relational.k,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.batch_size,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits_at_k,retrieval.spatial.k,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gating.episodic.accepted,gating.episodic.attempts,gating.episodic.skipped,gating.relational.accepted,gating.relational.attempts,gating.relational.skipped,gating.spatial.accepted,gating.spatial.attempts,gating.spatial.skipped
0,"Distractor: Carol likes yellow. Distractor: Carol likes green. Distractor: Dave likes blue. Distractor: Carol likes red. Distractor: Dave likes yellow. Distractor: Alice likes green. Distractor: Dave likes yellow. Distractor: Carol likes red. Distractor: Carol likes red. Distractor: Dave likes blue. Carol likes blue. Actually, Carol likes yellow. What color does Carol like?",yellow,yellow,1,1,1.0,1,1,0,0,93.97928900216357,1,0.5989530000078958,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
1,Distractor: Bob likes red. Distractor: Alice likes red. Distractor: Dave likes red. Distractor: Alice likes blue. Distractor: Bob likes red. Distractor: Carol likes blue. Distractor: Dave likes green. Distractor: Alice likes green. Distractor: Dave likes blue. Distractor: Alice likes green. Dave likes green. What color does Dave like?,green,Dave likes green.,0,0,0.0,3,1,1,1,165.9202480004751,1,0.3686920026666485,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
2,"Distractor: Alice likes yellow. Distractor: Dave likes red. Distractor: Dave likes green. Distractor: Carol likes green. Distractor: Alice likes blue. Distractor: Alice likes blue. Distractor: Carol likes red. Distractor: Bob likes yellow. Distractor: Carol likes red. Distractor: Bob likes yellow. Bob likes blue. Actually, Bob likes red. Actually, Bob likes green. What color does Bob like?",green,Bob likes green.,0,0,0.0,3,1,1,1,169.06070400000317,1,0.3386210009921342,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
3,"Distractor: Alice likes yellow. Distractor: Carol likes yellow. Distractor: Alice likes blue. Distractor: Carol likes green. Distractor: Bob likes blue. Distractor: Bob likes yellow. Distractor: Dave likes yellow. Distractor: Carol likes blue. Distractor: Bob likes green. Distractor: Dave likes blue. Carol likes blue. Actually, Carol likes green. Actually, Carol likes red. What color does Carol like?",red,red,1,1,1.0,1,1,0,0,94.35459099768195,1,0.3664719988591969,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
4,"Distractor: Alice likes red. Distractor: Bob likes yellow. Distractor: Carol likes green. Distractor: Dave likes green. Distractor: Bob likes green. Distractor: Dave likes yellow. Distractor: Dave likes blue. Distractor: Carol likes blue. Distractor: Dave likes red. Distractor: Dave likes red. Dave likes green. Actually, Dave likes blue. What color does Dave like?",blue,blue,1,1,1.0,1,1,0,0,92.79992300071171,1,0.36193200139678083,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
5,Distractor: Alice likes yellow. Distractor: Bob likes yellow. Distractor: Alice likes blue. Distractor: Carol likes red. Distractor: Dave likes blue. Distractor: Carol likes green. Distractor: Carol likes red. Distractor: Bob likes red. Distractor: Dave likes green. Distractor: Alice likes blue. Dave likes blue. What color does Dave like?,blue,blue,1,1,1.0,1,1,0,0,92.32813099879422,1,0.36767200072063133,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
6,Distractor: Alice likes blue. Distractor: Bob likes blue. Distractor: Bob likes blue. Distractor: Alice likes yellow. Distractor: Dave likes yellow. Distractor: Carol likes green. Distractor: Alice likes yellow. Distractor: Carol likes red. Distractor: Bob likes red. Distractor: Alice likes green. Dave likes yellow. What color does Dave like?,yellow,yellow,1,1,1.0,1,1,0,0,92.31635099786217,1,0.3680020017782226,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
7,"Distractor: Alice likes red. Distractor: Bob likes yellow. Distractor: Bob likes red. Distractor: Dave likes blue. Distractor: Dave likes green. Distractor: Dave likes yellow. Distractor: Bob likes red. Distractor: Alice likes red. Distractor: Bob likes green. Distractor: Carol likes yellow. Bob likes blue. Actually, Bob likes red. Actually, Bob likes blue. What color does Bob like?",blue,red,0,0,0.0,1,1,0,0,94.18472000106703,1,0.3595320013118908,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
8,"Distractor: Carol likes green. Distractor: Bob likes red. Distractor: Dave likes green. Distractor: Dave likes green. Distractor: Alice likes green. Distractor: Alice likes red. Distractor: Alice likes red. Distractor: Carol likes yellow. Distractor: Dave likes yellow. Distractor: Dave likes blue. Alice likes yellow. Actually, Alice likes red. Actually, Alice likes blue. What color does Alice like?",blue,Alice likes blue.,0,0,0.0,3,1,1,1,167.736186998809,1,0.3576809976948425,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
9,"Distractor: Bob likes red. Distractor: Bob likes yellow. Distractor: Bob likes red. Distractor: Bob likes blue. Distractor: Dave likes red. Distractor: Dave likes green. Distractor: Alice likes green. Distractor: Carol likes red. Distractor: Dave likes green. Distractor: Carol likes red. Alice likes yellow. Actually, Alice likes green. Actually, Alice likes blue. What color does Alice like?",blue,Alice likes blue.,0,0,0.0,3,1,1,1,166.69248299876926,1,0.36797199936700054,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
10,Distractor: Alice likes red. Distractor: Dave likes yellow. Distractor: Alice likes yellow. Distractor: Alice likes red. Distractor: Dave likes yellow. Distractor: Alice likes green. Distractor: Dave likes blue. Distractor: Alice likes yellow. Distractor: Carol likes green. Distractor: Alice likes blue. Bob likes red. What color does Bob like?,red,red,1,1,1.0,1,1,0,0,92.70893299981253,1,0.37911200342932716,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
11,Distractor: Bob likes blue. Distractor: Carol likes yellow. Distractor: Dave likes green. Distractor: Alice likes green. Distractor: Bob likes blue. Distractor: Dave likes green. Distractor: Alice likes green. Distractor: Dave likes green. Distractor: Bob likes red. Distractor: Bob likes blue. Dave likes blue. What color does Dave like?,blue,blue,1,1,1.0,1,1,0,0,94.89767400009441,1,0.36360200101626106,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
12,"Distractor: Alice likes red. Distractor: Bob likes green. Distractor: Alice likes green. Distractor: Bob likes red. Distractor: Dave likes yellow. Distractor: Dave likes red. Distractor: Bob likes blue. Distractor: Carol likes blue. Distractor: Alice likes blue. Distractor: Alice likes green. Bob likes red. Actually, Bob likes green. What color does Bob like?",green,green,1,1,1.0,1,1,0,0,98.73405300095328,1,0.3975219988205936,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
13,"Distractor: Carol likes yellow. Distractor: Carol likes green. Distractor: Alice likes green. Distractor: Carol likes red. Distractor: Carol likes red. Distractor: Bob likes yellow. Distractor: Dave likes yellow. Distractor: Carol likes blue. Distractor: Dave likes red. Distractor: Dave likes red. Carol likes red. Actually, Carol likes yellow. Actually, Carol likes blue. What color does Carol like?",blue,blue,1,1,1.0,1,1,0,0,101.03575399989495,1,0.3726820032170508,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
14,Distractor: Dave likes yellow. Distractor: Dave likes blue. Distractor: Dave likes yellow. Distractor: Dave likes blue. Distractor: Alice likes green. Distractor: Carol likes blue. Distractor: Carol likes green. Distractor: Carol likes red. Distractor: Alice likes blue. Distractor: Bob likes green. Carol likes blue. What color does Carol like?,blue,blue,1,1,1.0,1,1,0,0,97.48216699881596,1,0.38504199983435683,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
15,"Distractor: Dave likes green. Distractor: Dave likes red. Distractor: Carol likes red. Distractor: Dave likes yellow. Distractor: Dave likes red. Distractor: Alice likes red. Distractor: Bob likes blue. Distractor: Bob likes red. Distractor: Alice likes red. Distractor: Alice likes red. Alice likes blue. Actually, Alice likes red. What color does Alice like?",red,red,1,1,1.0,1,1,0,0,95.65854700122145,1,0.3455910009506624,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
16,"Distractor: Carol likes green. Distractor: Carol likes green. Distractor: Dave likes green. Distractor: Bob likes red. Distractor: Dave likes red. Distractor: Dave likes yellow. Distractor: Dave likes blue. Distractor: Dave likes red. Distractor: Bob likes red. Distractor: Bob likes yellow. Carol likes blue. Actually, Carol likes yellow. Actually, Carol likes blue. What color does Carol like?",blue,Carol likes yellow.,0,0,0.0,3,1,1,1,167.87899900009506,1,0.3542519989423454,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
17,"Distractor: Bob likes red. Distractor: Alice likes green. Distractor: Carol likes yellow. Distractor: Alice likes green. Distractor: Bob likes yellow. Distractor: Dave likes red. Distractor: Carol likes red. Distractor: Alice likes blue. Distractor: Carol likes yellow. Distractor: Carol likes yellow. Carol likes yellow. Actually, Carol likes red. Actually, Carol likes yellow. What color does Carol like?",yellow,Carol likes red.,0,0,0.0,3,1,1,1,167.46616599994013,1,0.32735200147726573,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
18,"Distractor: Dave likes red. Distractor: Bob likes yellow. Distractor: Bob likes yellow. Distractor: Carol likes green. Distractor: Bob likes yellow. Distractor: Carol likes yellow. Distractor: Dave likes yellow. Distractor: Dave likes red. Distractor: Bob likes green. Distractor: Alice likes yellow. Carol likes yellow. Actually, Carol likes red. Actually, Carol likes blue. What color does Carol like?",blue,blue,1,1,1.0,1,1,0,0,93.17074600039632,1,0.3325119978399016,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
19,Distractor: Bob likes yellow. Distractor: Bob likes green. Distractor: Alice likes yellow. Distractor: Carol likes red. Distractor: Alice likes red. Distractor: Bob likes blue. Distractor: Bob likes yellow. Distractor: Dave likes red. Distractor: Alice likes red. Distractor: Bob likes blue. Carol likes green. What color does Carol like?,green,green,1,1,1.0,1,1,0,0,91.4863569996669,1,0.31649200172978453,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
20,Distractor: Alice likes blue. Distractor: Alice likes green. Distractor: Bob likes green. Distractor: Carol likes green. Distractor: Dave likes green. Distractor: Alice likes yellow. Distractor: Carol likes red. Distractor: Alice likes red. Distractor: Bob likes green. Distractor: Carol likes red. Carol likes yellow. What color does Carol like?,yellow,yellow,1,1,1.0,1,1,0,0,93.57259700118448,1,0.328570997226052,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
21,"Distractor: Bob likes red. Distractor: Bob likes green. Distractor: Carol likes red. Distractor: Bob likes green. Distractor: Dave likes green. Distractor: Dave likes red. Distractor: Dave likes blue. Distractor: Carol likes yellow. Distractor: Carol likes green. Distractor: Dave likes red. Bob likes blue. Actually, Bob likes green. Actually, Bob likes red. What color does Bob like?",red,Bob likes red.,0,0,0.0,3,1,1,1,166.54866200042306,1,0.3384520023246296,['episodic'],[['1']],,,,,,,101.4590392012836,1736.9140625,pre_replay,True,0.3543275004631141,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
