idx,prompt,answer,pred,correct,latency_ms,flags,gating_enabled
0,Alice found at the Library on Monday. Where was Alice?,the Library,the Library,1,0.0,pre_replay,False
1,Alice found at the Mall on Monday. Who was at the Mall?,Alice,Alice,1,0.0,pre_replay,False
2,Dave met at the Mall on Monday. Who was at the Mall?,Dave,Dave,1,0.0,pre_replay,False
3,Bob saw at the Cafe on Tuesday. When was Bob at the Cafe?,Tuesday,Tuesday,1,0.0,pre_replay,False
4,Alice met at the Library on Tuesday. Who was at the Library?,Alice,Alice,1,0.0,pre_replay,False
5,Bob helped at the Cafe on Thursday. Where was Bob?,the Cafe,the Cafe,1,0.0,pre_replay,False
6,Bob helped at the Mall on Thursday. When was Bob at the Mall?,Thursday,Thursday,1,0.0,pre_replay,False
7,Dave met at the Park on Tuesday. Where was Dave?,the Park,the Park,1,0.0,pre_replay,False
8,Carol saw at the Park on Wednesday. Where was Carol?,the Park,the Park,1,0.0,pre_replay,False
9,Carol helped at the Library on Monday. Where was Carol?,the Library,the Library,1,0.0,pre_replay,False
10,Bob found at the Park on Tuesday. Where was Bob?,the Park,the Park,1,0.0,pre_replay,False
11,Dave met at the Library on Tuesday. What did Dave do?,met,met,1,0.0,pre_replay,False
12,Bob helped at the Cafe on Monday. When was Bob at the Cafe?,Monday,Monday,1,0.0,pre_replay,False
13,Bob saw at the Park on Wednesday. What did Bob do?,saw,saw,1,0.0,pre_replay,False
14,Carol saw at the Mall on Tuesday. When was Carol at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay,False
15,Bob saw at the Mall on Wednesday. What did Bob do?,saw,saw,1,0.0,pre_replay,False
16,Carol helped at the Mall on Wednesday. Where was Carol?,the Mall,the Mall,1,0.0,pre_replay,False
17,Bob helped at the Mall on Thursday. When was Bob at the Mall?,Thursday,Thursday,1,0.0,pre_replay,False
18,Bob saw at the Park on Monday. Where was Bob?,the Park,the Park,1,0.0,pre_replay,False
19,Bob met at the Cafe on Tuesday. Where was Bob?,the Cafe,the Cafe,1,0.0,pre_replay,False
20,Alice met at the Cafe on Wednesday. Where was Alice?,the Cafe,the Cafe,1,0.0,pre_replay,False
21,Carol saw at the Cafe on Thursday. When was Carol at the Cafe?,Thursday,Thursday,1,0.0,pre_replay,False
22,Carol helped at the Library on Wednesday. When was Carol at the Library?,Wednesday,Wednesday,1,0.0,pre_replay,False
23,Alice helped at the Cafe on Thursday. What did Alice do?,helped,helped,1,0.0,pre_replay,False
24,Alice found at the Mall on Wednesday. When was Alice at the Mall?,Wednesday,Wednesday,1,0.0,pre_replay,False
25,Carol met at the Cafe on Thursday. When was Carol at the Cafe?,Thursday,Thursday,1,0.0,pre_replay,False
26,Carol met at the Park on Wednesday. Who was at the Park?,Carol,Carol,1,0.0,pre_replay,False
27,Dave helped at the Cafe on Wednesday. Where was Dave?,the Cafe,the Cafe,1,0.0,pre_replay,False
28,Alice helped at the Park on Wednesday. Who was at the Park?,Alice,Alice,1,0.0,pre_replay,False
29,Carol helped at the Mall on Monday. What did Carol do?,helped,helped,1,0.0,pre_replay,False
30,Carol helped at the Library on Tuesday. What did Carol do?,helped,helped,1,0.0,pre_replay,False
31,Alice found at the Mall on Thursday. What did Alice do?,found,found,1,0.0,pre_replay,False
32,Alice found at the Park on Tuesday. Who was at the Park?,Alice,Alice,1,0.0,pre_replay,False
33,Bob met at the Mall on Tuesday. When was Bob at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay,False
34,Bob met at the Cafe on Wednesday. When was Bob at the Cafe?,Wednesday,Wednesday,1,0.0,pre_replay,False
35,Carol saw at the Cafe on Tuesday. Where was Carol?,the Cafe,the Cafe,1,0.0,pre_replay,False
36,Alice saw at the Cafe on Tuesday. Who was at the Cafe?,Alice,Alice,1,0.0,pre_replay,False
37,Bob met at the Cafe on Tuesday. What did Bob do?,met,met,1,0.0,pre_replay,False
