idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,success,steps_pred,steps_opt,suboptimality,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.hit_rate_at_k,retrieval.relational.hits,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gates.episodic.accepts,gates.episodic.aggregated,gates.episodic.attempts,gates.episodic.blocked_new_edges,gates.episodic.inserted,gates.episodic.routed_to_episodic,gates.relational.accepts,gates.relational.aggregated,gates.relational.attempts,gates.relational.blocked_new_edges,gates.relational.inserted,gates.relational.routed_to_episodic,gates.spatial.accepts,gates.spatial.aggregated,gates.spatial.attempts,gates.spatial.blocked_new_edges,gates.spatial.inserted,gates.spatial.routed_to_episodic
0,Carol bought a apple at StoreB. StoreB is in Berlin. In which city did Carol buy the apple?,Berlin,Berlin,,,,1,1,0,0,392.7862959999402,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Carol bought a ball at StoreB. StoreB is in London. In which city did Carol buy the ball?,London,London,,,,1,1,0,0,74.05378199928236,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Carol bought a book at StoreB. StoreB is in Berlin. In which city did Carol buy the book?,Berlin,Berlin.,,,,1,1,0,1,97.21945100045559,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Alice bought a ball at StoreB. StoreB is in Berlin. In which city did Alice buy the ball?,Berlin,Berlin,,,,1,1,0,0,73.37807800013252,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Carol bought a book at StoreB. StoreB is in Paris. In which city did Carol buy the book?,Paris,Paris,,,,1,1,0,0,73.56968899966887,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Dave bought a apple at StoreA. StoreA is in Rome. In which city did Dave buy the apple?,Rome,Rome.,,,,1,1,0,1,120.76879200049007,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Dave bought a ball at StoreA. StoreA is in Paris. In which city did Dave buy the ball?,Paris,Paris,,,,1,1,0,0,73.61192899952584,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Alice bought a book at StoreB. StoreB is in Paris. In which city did Alice buy the book?,Paris,Paris,,,,1,1,0,0,73.4908690001248,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Alice bought a apple at StoreA. StoreA is in Paris. In which city did Alice buy the apple?,Paris,Paris,,,,1,1,0,0,73.63145899944357,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Carol bought a apple at StoreB. StoreB is in Rome. In which city did Carol buy the apple?,Rome,Rome,,,,1,1,0,0,97.1230100003595,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Alice bought a ball at StoreB. StoreB is in London. In which city did Alice buy the ball?,London,London.,,,,1,1,0,1,96.95431899945106,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Alice bought a ball at StoreA. StoreA is in London. In which city did Alice buy the ball?,London,London,,,,1,1,0,0,74.18566399974225,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Bob bought a book at StoreC. StoreC is in Berlin. In which city did Bob buy the book?,Berlin,Berlin,,,,1,1,0,0,73.71464000061678,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Dave bought a book at StoreC. StoreC is in Berlin. In which city did Dave buy the book?,Berlin,Berlin,,,,1,1,0,0,73.83977099925687,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Carol bought a ball at StoreB. StoreB is in Paris. In which city did Carol buy the ball?,Paris,Paris,,,,1,1,0,0,73.90295100049116,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Bob bought a book at StoreA. StoreA is in Rome. In which city did Bob buy the book?,Rome,Rome.,,,,1,1,0,1,119.73162599952047,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Alice bought a apple at StoreB. StoreB is in Rome. In which city did Alice buy the apple?,Rome,Rome.,,,,1,1,0,1,120.47671900018031,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Alice bought a apple at StoreB. StoreB is in Rome. In which city did Alice buy the apple?,Rome,Rome,,,,1,1,0,0,97.10596999957488,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Alice bought a coin at StoreB. StoreB is in London. In which city did Alice buy the coin?,London,London.,,,,1,1,0,1,97.06431999984488,,,,,pre_replay,False,0.41194858005837887,1.0,50,50,50,50,0.1020713999059808,0.0,0,50,50,50,0.057744999994611135,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
