idx,prompt,answer,pred,correct,latency_ms,flags,gating_enabled
0,Carol saw at the Park on Thursday. Where was Carol?,the Park,the Park,1,0.0,pre_replay,False
1,Bob helped at the Cafe on Thursday. When was Bob at the Cafe?,Thursday,Thursday,1,0.0,pre_replay,False
2,Carol found at the Mall on Wednesday. Who was at the Mall?,Carol,Carol,1,0.0,pre_replay,False
3,Dave saw at the Library on Wednesday. When was Dave at the Library?,Wednesday,Wednesday,1,0.0,pre_replay,False
4,Alice met at the Cafe on Thursday. Who was at the Cafe?,Alice,Alice,1,0.0,pre_replay,False
5,Bob met at the Park on Tuesday. When was Bob at the Park?,Tuesday,Tuesday,1,0.0,pre_replay,False
6,Carol met at the Park on Thursday. What did Carol do?,met,met,1,0.0,pre_replay,False
7,Carol saw at the Library on Tuesday. Who was at the Library?,Carol,Carol,1,0.0,pre_replay,False
8,Dave met at the Mall on Wednesday. Where was Dave?,the Mall,the Mall,1,0.0,pre_replay,False
9,Alice saw at the Park on Monday. What did Alice do?,saw,saw,1,0.0,pre_replay,False
10,Carol met at the Library on Thursday. Where was Carol?,the Library,the Library,1,0.0,pre_replay,False
11,Alice found at the Park on Tuesday. Who was at the Park?,Alice,Alice,1,0.0,pre_replay,False
12,Alice saw at the Park on Wednesday. What did Alice do?,saw,saw,1,0.0,pre_replay,False
13,Dave helped at the Library on Tuesday. Where was Dave?,the Library,the Library,1,0.0,pre_replay,False
14,Dave saw at the Mall on Wednesday. Who was at the Mall?,Dave,Dave,1,0.0,pre_replay,False
15,Dave helped at the Park on Thursday. Where was Dave?,the Park,the Park,1,0.0,pre_replay,False
16,Dave found at the Mall on Tuesday. Where was Dave?,the Mall,the Mall,1,0.0,pre_replay,False
17,Alice found at the Cafe on Wednesday. Who was at the Cafe?,Alice,Alice,1,0.0,pre_replay,False
18,Dave saw at the Cafe on Thursday. What did Dave do?,saw,saw,1,0.0,pre_replay,False
19,Bob helped at the Cafe on Thursday. What did Bob do?,helped,helped,1,0.0,pre_replay,False
20,Carol met at the Library on Monday. When was Carol at the Library?,Monday,Monday,1,0.0,pre_replay,False
21,Dave met at the Mall on Thursday. Who was at the Mall?,Dave,Dave,1,0.0,pre_replay,False
22,Bob saw at the Cafe on Thursday. When was Bob at the Cafe?,Thursday,Thursday,1,0.0,pre_replay,False
23,Carol helped at the Cafe on Thursday. Where was Carol?,the Cafe,the Cafe,1,0.0,pre_replay,False
24,Bob met at the Cafe on Wednesday. What did Bob do?,met,met,1,0.0,pre_replay,False
25,Alice saw at the Mall on Tuesday. Who was at the Mall?,Alice,Alice,1,0.0,pre_replay,False
26,Dave helped at the Mall on Thursday. What did Dave do?,helped,helped,1,0.0,pre_replay,False
27,Bob helped at the Park on Thursday. Who was at the Park?,Bob,Bob,1,0.0,pre_replay,False
28,Bob met at the Cafe on Thursday. Where was Bob?,the Cafe,the Cafe,1,0.0,pre_replay,False
29,Bob met at the Mall on Wednesday. When was Bob at the Mall?,Wednesday,Wednesday,1,0.0,pre_replay,False
30,Carol met at the Cafe on Monday. Who was at the Cafe?,Carol,Carol,1,0.0,pre_replay,False
31,Dave found at the Mall on Thursday. What did Dave do?,found,found,1,0.0,pre_replay,False
32,Bob saw at the Cafe on Thursday. What did Bob do?,saw,saw,1,0.0,pre_replay,False
33,Bob found at the Library on Monday. What did Bob do?,found,found,1,0.0,pre_replay,False
34,Dave helped at the Cafe on Wednesday. Where was Dave?,the Cafe,the Cafe,1,0.0,pre_replay,False
35,Dave helped at the Park on Monday. Where was Dave?,the Park,the Park,1,0.0,pre_replay,False
36,Bob met at the Cafe on Monday. When was Bob at the Cafe?,Monday,Monday,1,0.0,pre_replay,False
37,Alice found at the Cafe on Monday. When was Alice at the Cafe?,Monday,Monday,1,0.0,pre_replay,False
38,Carol found at the Library on Monday. When was Carol at the Library?,Monday,Monday,1,0.0,pre_replay,False
39,Carol helped at the Cafe on Tuesday. What did Carol do?,helped,helped,1,0.0,pre_replay,False
40,Dave saw at the Library on Tuesday. Where was Dave?,the Library,the Library,1,0.0,pre_replay,False
41,Carol saw at the Library on Thursday. Where was Carol?,the Library,the Library,1,0.0,pre_replay,False
42,Carol found at the Park on Tuesday. Who was at the Park?,Carol,Carol,1,0.0,pre_replay,False
43,Bob saw at the Library on Monday. Who was at the Library?,Bob,Bob,1,0.0,pre_replay,False
44,Alice helped at the Library on Monday. When was Alice at the Library?,Monday,Monday,1,0.0,pre_replay,False
45,Dave found at the Cafe on Tuesday. What did Dave do?,found,found,1,0.0,pre_replay,False
46,Bob met at the Library on Monday. Where was Bob?,the Library,the Library,1,0.0,pre_replay,False
47,Carol met at the Park on Thursday. Where was Carol?,the Park,the Park,1,0.0,pre_replay,False
48,Carol helped at the Cafe on Wednesday. Who was at the Cafe?,Carol,Carol,1,0.0,pre_replay,False
49,Dave helped at the Library on Thursday. Who was at the Library?,Dave,Dave,1,0.0,pre_replay,False
50,Dave helped at the Library on Thursday. When was Dave at the Library?,Thursday,Thursday,1,0.0,pre_replay,False
51,Bob found at the Mall on Thursday. What did Bob do?,found,found,1,0.0,pre_replay,False
52,Carol helped at the Park on Monday. Who was at the Park?,Carol,Carol,1,0.0,pre_replay,False
53,Dave saw at the Cafe on Tuesday. When was Dave at the Cafe?,Tuesday,Tuesday,1,0.0,pre_replay,False
54,Dave met at the Park on Monday. When was Dave at the Park?,Monday,Monday,1,0.0,pre_replay,False
55,Dave met at the Cafe on Monday. What did Dave do?,met,met,1,0.0,pre_replay,False
56,Alice met at the Cafe on Monday. Who was at the Cafe?,Alice,Alice,1,0.0,pre_replay,False
57,Bob helped at the Library on Wednesday. Where was Bob?,the Library,the Library,1,0.0,pre_replay,False
58,Dave helped at the Library on Monday. When was Dave at the Library?,Monday,Monday,1,0.0,pre_replay,False
59,Dave saw at the Mall on Monday. What did Dave do?,saw,saw,1,0.0,pre_replay,False
60,Bob found at the Park on Wednesday. Where was Bob?,the Park,the Park,1,0.0,pre_replay,False
61,Carol helped at the Mall on Monday. Where was Carol?,the Mall,the Mall,1,0.0,pre_replay,False
62,Dave met at the Park on Monday. Who was at the Park?,Dave,Dave,1,0.0,pre_replay,False
63,Carol found at the Park on Thursday. What did Carol do?,found,found,1,0.0,pre_replay,False
64,Carol found at the Mall on Monday. What did Carol do?,found,found,1,0.0,pre_replay,False
65,Dave saw at the Mall on Wednesday. Where was Dave?,the Mall,the Mall,1,0.0,pre_replay,False
66,Carol found at the Mall on Thursday. When was Carol at the Mall?,Thursday,Thursday,1,0.0,pre_replay,False
67,Alice found at the Park on Monday. What did Alice do?,found,found,1,0.0,pre_replay,False
68,Dave saw at the Park on Monday. When was Dave at the Park?,Monday,Monday,1,0.0,pre_replay,False
69,Alice saw at the Library on Tuesday. When was Alice at the Library?,Tuesday,Tuesday,1,0.0,pre_replay,False
70,Alice met at the Cafe on Tuesday. What did Alice do?,met,met,1,0.0,pre_replay,False
71,Dave met at the Library on Monday. Where was Dave?,the Library,the Library,1,0.0,pre_replay,False
72,Carol helped at the Mall on Wednesday. Who was at the Mall?,Carol,Carol,1,0.0,pre_replay,False
73,Alice met at the Library on Wednesday. Where was Alice?,the Library,the Library,1,0.0,pre_replay,False
74,Bob saw at the Library on Monday. What did Bob do?,saw,saw,1,0.0,pre_replay,False
75,Alice saw at the Park on Thursday. Where was Alice?,the Park,the Park,1,0.0,pre_replay,False
76,Bob helped at the Mall on Wednesday. Where was Bob?,the Mall,the Mall,1,0.0,pre_replay,False
77,Alice helped at the Library on Wednesday. Where was Alice?,the Library,the Library,1,0.0,pre_replay,False
78,Dave saw at the Mall on Wednesday. When was Dave at the Mall?,Wednesday,Wednesday,1,0.0,pre_replay,False
79,Bob helped at the Park on Monday. Where was Bob?,the Park,the Park,1,0.0,pre_replay,False
80,Bob helped at the Park on Tuesday. Where was Bob?,the Park,the Park,1,0.0,pre_replay,False
81,Bob helped at the Library on Wednesday. Where was Bob?,the Library,the Library,1,0.0,pre_replay,False
82,Carol found at the Library on Wednesday. When was Carol at the Library?,Wednesday,Wednesday,1,0.0,pre_replay,False
83,Bob helped at the Park on Tuesday. What did Bob do?,helped,helped,1,0.0,pre_replay,False
84,Dave found at the Cafe on Wednesday. Where was Dave?,the Cafe,the Cafe,1,0.0,pre_replay,False
85,Carol met at the Park on Monday. What did Carol do?,met,met,1,0.0,pre_replay,False
86,Bob found at the Library on Wednesday. When was Bob at the Library?,Wednesday,Wednesday,1,0.0,pre_replay,False
87,Alice helped at the Library on Thursday. Where was Alice?,the Library,the Library,1,0.0,pre_replay,False
88,Alice helped at the Mall on Monday. When was Alice at the Mall?,Monday,Monday,1,0.0,pre_replay,False
89,Carol saw at the Library on Thursday. Where was Carol?,the Library,the Library,1,0.0,pre_replay,False
90,Dave helped at the Mall on Thursday. Where was Dave?,the Mall,the Mall,1,0.0,pre_replay,False
91,Carol met at the Mall on Wednesday. Where was Carol?,the Mall,the Mall,1,0.0,pre_replay,False
92,Alice met at the Cafe on Monday. What did Alice do?,met,met,1,0.0,pre_replay,False
93,Dave helped at the Library on Wednesday. Where was Dave?,the Library,the Library,1,0.0,pre_replay,False
94,Dave saw at the Cafe on Monday. What did Dave do?,saw,saw,1,0.0,pre_replay,False
95,Carol helped at the Park on Thursday. What did Carol do?,helped,helped,1,0.0,pre_replay,False
96,Alice saw at the Mall on Wednesday. Who was at the Mall?,Alice,Alice,1,0.0,pre_replay,False
97,Dave found at the Library on Wednesday. When was Dave at the Library?,Wednesday,Wednesday,1,0.0,pre_replay,False
98,Carol saw at the Cafe on Tuesday. What did Carol do?,saw,saw,1,0.0,pre_replay,False
99,Alice found at the Cafe on Tuesday. What did Alice do?,found,found,1,0.0,pre_replay,False
100,Bob found at the Library on Thursday. Who was at the Library?,Bob,Bob,1,0.0,pre_replay,False
101,Bob helped at the Park on Wednesday. What did Bob do?,helped,helped,1,0.0,pre_replay,False
102,Carol met at the Cafe on Monday. When was Carol at the Cafe?,Monday,Monday,1,0.0,pre_replay,False
103,Alice met at the Park on Tuesday. When was Alice at the Park?,Tuesday,Tuesday,1,0.0,pre_replay,False
104,Carol met at the Cafe on Tuesday. Where was Carol?,the Cafe,the Cafe,1,0.0,pre_replay,False
105,Alice found at the Library on Tuesday. Where was Alice?,the Library,the Library,1,0.0,pre_replay,False
106,Bob found at the Park on Thursday. When was Bob at the Park?,Thursday,Thursday,1,0.0,pre_replay,False
107,Alice saw at the Library on Monday. What did Alice do?,saw,saw,1,0.0,pre_replay,False
108,Bob helped at the Library on Tuesday. Where was Bob?,the Library,the Library,1,0.0,pre_replay,False
109,Alice helped at the Park on Thursday. When was Alice at the Park?,Thursday,Thursday,1,0.0,pre_replay,False
110,Dave helped at the Cafe on Wednesday. Where was Dave?,the Cafe,the Cafe,1,0.0,pre_replay,False
111,Dave helped at the Park on Monday. When was Dave at the Park?,Monday,Monday,1,0.0,pre_replay,False
112,Bob saw at the Cafe on Monday. What did Bob do?,saw,saw,1,0.0,pre_replay,False
113,Carol helped at the Park on Tuesday. What did Carol do?,helped,helped,1,0.0,pre_replay,False
114,Bob met at the Library on Monday. Who was at the Library?,Bob,Bob,1,0.0,pre_replay,False
