idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,time_ms_per_100,rss_mb,flags,gating_enabled
0,Dave saw at the Cafe on Thursday. When was Dave at the Cafe?,Thursday,Thursday,1,1,1.0,1,1,0,0,0.1295209999625513,0.06262615685651933,633.59375,pre_replay,False
1,Dave met at the Mall on Tuesday. What did Dave do?,met,met,1,1,1.0,1,1,0,0,0.009890000001178123,0.06262615685651933,633.59375,pre_replay,False
2,Alice met at the Library on Tuesday. What did Alice do?,met,met,1,1,1.0,1,1,0,0,0.012589999641932081,0.06262615685651933,633.59375,pre_replay,False
3,Bob saw at the Mall on Monday. Where was Bob?,the Mall,the Mall,1,1,1.0,2,2,0,0,0.008799999704933725,0.06262615685651933,633.59375,pre_replay,False
4,Bob helped at the Park on Thursday. When was Bob at the Park?,Thursday,Thursday,1,1,1.0,1,1,0,0,0.007439999990310753,0.06262615685651933,633.59375,pre_replay,False
5,Bob helped at the Mall on Wednesday. When was Bob at the Mall?,Wednesday,Wednesday,1,1,1.0,1,1,0,0,0.007000000096013537,0.06262615685651933,633.59375,pre_replay,False
6,Dave helped at the Library on Tuesday. Where was Dave?,the Library,the Library,1,1,1.0,2,2,0,0,0.007690000074944692,0.06262615685651933,633.59375,pre_replay,False
7,Alice found at the Mall on Thursday. When was Alice at the Mall?,Thursday,Thursday,1,1,1.0,1,1,0,0,0.006629999916185625,0.06262615685651933,633.59375,pre_replay,False
8,Dave found at the Mall on Tuesday. What did Dave do?,found,found,1,1,1.0,1,1,0,0,0.006350000148813706,0.06262615685651933,633.59375,pre_replay,False
9,Dave met at the Park on Monday. What did Dave do?,met,met,1,1,1.0,1,1,0,0,0.006540000413224334,0.06262615685651933,633.59375,pre_replay,False
10,Alice found at the Library on Wednesday. When was Alice at the Library?,Wednesday,Wednesday,1,1,1.0,1,1,0,0,0.006790000043110922,0.06262615685651933,633.59375,pre_replay,False
11,Dave helped at the Library on Tuesday. When was Dave at the Library?,Tuesday,Tuesday,1,1,1.0,1,1,0,0,0.006450000000768341,0.06262615685651933,633.59375,pre_replay,False
12,Dave met at the Mall on Tuesday. When was Dave at the Mall?,Tuesday,Tuesday,1,1,1.0,1,1,0,0,0.006199999916134402,0.06262615685651933,633.59375,pre_replay,False
13,Bob met at the Cafe on Tuesday. Who was at the Cafe?,Bob,Bob,1,1,1.0,1,1,0,0,0.006320000011328375,0.06262615685651933,633.59375,pre_replay,False
14,Bob helped at the Park on Tuesday. Where was Bob?,the Park,the Park,1,1,1.0,2,2,0,0,0.007639999694220023,0.06262615685651933,633.59375,pre_replay,False
15,Alice helped at the Park on Tuesday. Where was Alice?,the Park,the Park,1,1,1.0,2,2,0,0,0.007159999768191483,0.06262615685651933,633.59375,pre_replay,False
16,Bob saw at the Cafe on Tuesday. Who was at the Cafe?,Bob,Bob,1,1,1.0,1,1,0,0,0.00624999984211172,0.06262615685651933,633.59375,pre_replay,False
17,Alice found at the Library on Wednesday. When was Alice at the Library?,Wednesday,Wednesday,1,1,1.0,1,1,0,0,0.05013000009057578,0.06262615685651933,633.59375,pre_replay,False
18,Bob saw at the Mall on Thursday. What did Bob do?,saw,saw,1,1,1.0,1,1,0,0,0.008630000138509786,0.06262615685651933,633.59375,pre_replay,False
19,Alice saw at the Park on Thursday. Who was at the Park?,Alice,Alice,1,1,1.0,1,1,0,0,0.007079999704728834,0.06262615685651933,633.59375,pre_replay,False
20,Dave saw at the Park on Tuesday. Who was at the Park?,Dave,Dave,1,1,1.0,1,1,0,0,0.006650999694102211,0.06262615685651933,633.59375,pre_replay,False
21,Alice helped at the Mall on Thursday. What did Alice do?,helped,helped,1,1,1.0,1,1,0,0,0.006469999789260328,0.06262615685651933,633.59375,pre_replay,False
22,Carol found at the Library on Tuesday. Where was Carol?,the Library,the Library,1,1,1.0,2,2,0,0,0.008210000032704556,0.06262615685651933,633.59375,pre_replay,False
23,Bob saw at the Park on Wednesday. Who was at the Park?,Bob,Bob,1,1,1.0,1,1,0,0,0.006569999641214963,0.06262615685651933,633.59375,pre_replay,False
24,Alice found at the Mall on Tuesday. Where was Alice?,the Mall,the Mall,1,1,1.0,2,2,0,0,0.007360000381595455,0.06262615685651933,633.59375,pre_replay,False
25,Bob met at the Library on Tuesday. What did Bob do?,met,met,1,1,1.0,1,1,0,0,0.006469999789260328,0.06262615685651933,633.59375,pre_replay,False
26,Dave met at the Mall on Thursday. What did Dave do?,met,met,1,1,1.0,1,1,0,0,0.006329999905574368,0.06262615685651933,633.59375,pre_replay,False
27,Carol met at the Mall on Thursday. Who was at the Mall?,Carol,Carol,1,1,1.0,1,1,0,0,0.006239999947865726,0.06262615685651933,633.59375,pre_replay,False
28,Bob helped at the Park on Wednesday. What did Bob do?,helped,helped,1,1,1.0,1,1,0,0,0.006329999905574368,0.06262615685651933,633.59375,pre_replay,False
29,Alice saw at the Park on Thursday. Who was at the Park?,Alice,Alice,1,1,1.0,1,1,0,0,0.006000000212225132,0.06262615685651933,633.59375,pre_replay,False
30,Dave met at the Park on Monday. Where was Dave?,the Park,the Park,1,1,1.0,2,2,0,0,0.007250000180647476,0.06262615685651933,633.59375,pre_replay,False
31,Dave met at the Park on Thursday. Where was Dave?,the Park,the Park,1,1,1.0,2,2,0,0,0.006969999958528206,0.06262615685651933,633.59375,pre_replay,False
32,Bob met at the Park on Wednesday. When was Bob at the Park?,Wednesday,Wednesday,1,1,1.0,1,1,0,0,0.006630000370932976,0.06262615685651933,633.59375,pre_replay,False
33,Carol met at the Mall on Monday. What did Carol do?,met,met,1,1,1.0,1,1,0,0,0.00655999974696897,0.06262615685651933,633.59375,pre_replay,False
34,Bob met at the Cafe on Tuesday. Where was Bob?,the Cafe,the Cafe,1,1,1.0,2,2,0,0,0.007339999683608767,0.06262615685651933,633.59375,pre_replay,False
35,Alice found at the Mall on Monday. Who was at the Mall?,Alice,Alice,1,1,1.0,1,1,0,0,0.006520000169984996,0.06262615685651933,633.59375,pre_replay,False
36,Dave helped at the Mall on Wednesday. Who was at the Mall?,Dave,Dave,1,1,1.0,1,1,0,0,0.006409999969037017,0.06262615685651933,633.59375,pre_replay,False
37,Alice saw at the Mall on Tuesday. What did Alice do?,saw,saw,1,1,1.0,1,1,0,0,0.006039999789209105,0.06262615685651933,633.59375,pre_replay,False
38,Carol met at the Park on Tuesday. What did Carol do?,met,met,1,1,1.0,1,1,0,0,0.006020000000717118,0.06262615685651933,633.59375,pre_replay,False
39,Carol helped at the Cafe on Tuesday. Who was at the Cafe?,Carol,Carol,1,1,1.0,1,1,0,0,0.0062099998103803955,0.06262615685651933,633.59375,pre_replay,False
40,Alice helped at the Mall on Wednesday. Who was at the Mall?,Alice,Alice,1,1,1.0,1,1,0,0,0.00608000027568778,0.06262615685651933,633.59375,pre_replay,False
