idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,memory_hit,retrieval_latency_ms,router_path,topk_keys,distance,justification,context_key,retrieval_requests,writes_count,store_size_before,store_size_after,context_match_rate,success,steps_pred,steps_opt,suboptimality,time_ms_per_100,rss_mb,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.batch_size,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits_at_k,retrieval.episodic.k,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.batch_size,retrieval.relational.hit_rate_at_k,retrieval.relational.hits_at_k,retrieval.relational.k,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.batch_size,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits_at_k,retrieval.spatial.k,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gating.episodic.accepted,gating.episodic.attempts,gating.episodic.skipped,gating.relational.accepted,gating.relational.attempts,gating.relational.skipped,gating.spatial.accepted,gating.spatial.attempts,gating.spatial.skipped
0,In which city did Carol buy the apple?,Berlin,New York City,0,0,0.0,3,1,1,0,421.56225799772074,0,0.0,,,,,semantic_mem/00001,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,In which city did Dave buy the apple?,Rome,New York City,0,0,0.0,3,1,1,0,113.4540509992803,0,0.0,,,,,semantic_mem/00002,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,In which city did Alice buy the ball?,Berlin,New York City,0,0,0.0,3,1,1,0,116.21281999759958,0,0.0,,,,,semantic_mem/00003,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,In which city did Carol buy the book?,London,New York City,0,0,0.0,3,1,1,0,121.63870700169355,0,0.0,,,,,semantic_mem/00004,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,In which city did Dave buy the ball?,Paris,Los Angeles,0,0,0.0,2,1,1,0,93.44668100311537,0,0.0,,,,,semantic_mem/00005,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,In which city did Alice buy the book?,Paris,New York City,0,0,0.0,3,1,1,0,121.37459599762224,0,0.0,,,,,semantic_mem/00006,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,In which city did Carol buy the apple?,Rome,New York City,0,0,0.0,3,1,1,0,115.28527299742564,0,0.0,,,,,semantic_mem/00007,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,In which city did Bob buy the book?,Rome,New York City,0,0,0.0,3,1,1,0,113.69646200182615,0,0.0,,,,,semantic_mem/00008,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,In which city did Bob buy the book?,Berlin,New York City,0,0,0.0,3,1,1,0,113.55713199736783,0,0.0,,,,,semantic_mem/00009,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,In which city did Alice buy the coin?,Rome,New York City,0,0,0.0,3,1,1,0,114.10578499999247,0,0.0,,,,,semantic_mem/00010,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,In which city did Carol buy the book?,London,New York City,0,0,0.0,3,1,1,0,117.26129699673038,0,0.0,,,,,semantic_mem/00011,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,In which city did Alice buy the apple?,Rome,New York City,0,0,0.0,3,1,1,0,113.69462199945701,0,0.0,,,,,semantic_mem/00012,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,In which city did Alice buy the coin?,London,New York City,0,0,0.0,3,1,1,0,113.38202000115416,0,0.0,,,,,semantic_mem/00013,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,In which city did Bob buy the ball?,Rome,New York City,0,0,0.0,3,1,1,0,113.87540299983812,0,0.0,,,,,semantic_mem/00014,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,In which city did Dave buy the ball?,London,New York City,0,0,0.0,3,1,1,0,113.33611000009114,0,0.0,,,,,semantic_mem/00015,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,In which city did Bob buy the coin?,Berlin,New York City,0,0,0.0,3,1,1,0,116.11019900010433,0,0.0,,,,,semantic_mem/00016,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,In which city did Bob buy the coin?,Rome,New York City,0,0,0.0,3,1,1,0,113.37997000009636,0,0.0,,,,,semantic_mem/00017,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,In which city did Carol buy the coin?,Berlin,New York City,0,0,0.0,3,1,1,0,113.3582500006014,0,0.0,,,,,semantic_mem/00018,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,In which city did Carol buy the apple?,Paris,New York City,0,0,0.0,3,1,1,0,113.37302999891108,0,0.0,,,,,semantic_mem/00019,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,In which city did Carol buy the coin?,Berlin,New York City,0,0,0.0,3,1,1,0,113.93030299950624,0,0.0,,,,,semantic_mem/00020,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,In which city did Dave buy the apple?,Berlin,New York City,0,0,0.0,3,1,1,0,123.45360000108485,0,0.0,,,,,semantic_mem/00021,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,In which city did Bob buy the ball?,Rome,New York City,0,0,0.0,3,1,1,0,120.47284000072978,0,0.0,,,,,semantic_mem/00022,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,In which city did Bob buy the book?,Berlin,New York City,0,0,0.0,3,1,1,0,121.74925799990888,0,0.0,,,,,semantic_mem/00023,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,In which city did Alice buy the coin?,Paris,New York City,0,0,0.0,3,1,1,0,117.80478099899483,0,0.0,,,,,semantic_mem/00024,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,In which city did Bob buy the book?,Berlin,New York City,0,0,0.0,3,1,1,0,114.62364799808711,0,0.0,,,,,semantic_mem/00025,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,In which city did Carol buy the book?,Berlin,New York City,0,0,0.0,3,1,1,0,116.9383740016201,0,0.0,,,,,semantic_mem/00026,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,In which city did Alice buy the book?,London,New York City,0,0,0.0,3,1,1,0,113.64949199924013,0,0.0,,,,,semantic_mem/00027,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,In which city did Dave buy the apple?,Berlin,New York City,0,0,0.0,3,1,1,0,118.75346699889633,0,0.0,,,,,semantic_mem/00028,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,In which city did Dave buy the coin?,London,Denver,0,0,0.0,1,1,0,0,70.52846199803753,0,0.0,,,,,semantic_mem/00029,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,In which city did Bob buy the ball?,Berlin,New York City,0,0,0.0,3,1,1,0,118.4347849994083,0,0.0,,,,,semantic_mem/00030,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,In which city did Bob buy the book?,Paris,New York City,0,0,0.0,3,1,1,0,122.32742199921631,0,0.0,,,,,semantic_mem/00031,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,In which city did Carol buy the apple?,Paris,New York City,0,0,0.0,3,1,1,0,113.77431200162391,0,0.0,,,,,semantic_mem/00032,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,In which city did Alice buy the ball?,Paris,London,0,0,0.0,1,1,0,0,66.49822300096275,0,0.0,,,,,semantic_mem/00033,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,In which city did Carol buy the coin?,Berlin,New York City,0,0,0.0,3,1,1,0,113.37335999996867,0,0.0,,,,,semantic_mem/00034,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,In which city did Bob buy the apple?,Berlin,New York City,0,0,0.0,3,1,1,0,114.21359499945538,0,0.0,,,,,semantic_mem/00035,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,In which city did Bob buy the coin?,Paris,New York City,0,0,0.0,3,1,1,0,116.51005200110376,0,0.0,,,,,semantic_mem/00036,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,In which city did Dave buy the ball?,Rome,Los Angeles,0,0,0.0,2,1,1,0,89.73358499861206,0,0.0,,,,,semantic_mem/00037,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,In which city did Carol buy the ball?,Rome,New York City,0,0,0.0,3,1,1,0,114.9137399988831,0,0.0,,,,,semantic_mem/00038,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,In which city did Alice buy the book?,Paris,New York City,0,0,0.0,3,1,1,0,114.90816999867093,0,0.0,,,,,semantic_mem/00039,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,In which city did Dave buy the book?,Paris,New York City,0,0,0.0,3,1,1,0,113.60491099912906,0,0.0,,,,,semantic_mem/00040,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,In which city did Alice buy the ball?,Berlin,New York City,0,0,0.0,3,1,1,0,116.88445400068304,0,0.0,,,,,semantic_mem/00041,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,In which city did Carol buy the ball?,London,New York City,0,0,0.0,3,1,1,0,113.63288199936505,0,0.0,,,,,semantic_mem/00042,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,In which city did Bob buy the apple?,Rome,New York City,0,0,0.0,3,1,1,0,113.59752099815523,0,0.0,,,,,semantic_mem/00043,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,In which city did Bob buy the apple?,Berlin,New York City,0,0,0.0,3,1,1,0,113.73749199992744,0,0.0,,,,,semantic_mem/00044,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,In which city did Carol buy the coin?,London,New York City,0,0,0.0,3,1,1,0,113.35775899715372,0,0.0,,,,,semantic_mem/00045,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,In which city did Bob buy the apple?,Paris,New York City,0,0,0.0,3,1,1,0,117.89390099875163,0,0.0,,,,,semantic_mem/00046,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,In which city did Alice buy the ball?,Paris,New York City,0,0,0.0,3,1,1,0,113.23709799762582,0,0.0,,,,,semantic_mem/00047,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,In which city did Dave buy the coin?,London,New York City,0,0,0.0,3,1,1,0,113.35956000039005,0,0.0,,,,,semantic_mem/00048,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,In which city did Bob buy the book?,London,New York City,0,0,0.0,3,1,1,0,113.27631799940718,0,0.0,,,,,semantic_mem/00049,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,In which city did Carol buy the book?,Berlin,New York City,0,0,0.0,3,1,1,0,113.59982100111665,0,0.0,,,,,semantic_mem/00050,0,0,0,0,0.0,,,,,305.88612155357333,1779.3203125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
