idx,prompt,answer,pred,correct,latency_ms,flags
0,Dave saw at the Cafe on Thursday. When was Dave at the Cafe?,Thursday,Thursday,1,0.0,pre_replay
1,Dave met at the Mall on Tuesday. What did Dave do?,met,met,1,0.0,pre_replay
2,Alice met at the Library on Tuesday. What did Alice do?,met,met,1,0.0,pre_replay
3,Bob saw at the Mall on Monday. Where was Bob?,the Mall,the Mall,1,0.0,pre_replay
4,Bob helped at the Park on Thursday. When was Bob at the Park?,Thursday,Thursday,1,0.0,pre_replay
5,Bob helped at the Mall on Wednesday. When was Bob at the Mall?,Wednesday,Wednesday,1,0.0,pre_replay
6,Dave helped at the Library on Tuesday. Where was Dave?,the Library,the Library,1,0.0,pre_replay
7,Alice found at the Mall on Thursday. When was Alice at the Mall?,Thursday,Thursday,1,0.0,pre_replay
8,Dave found at the Mall on Tuesday. What did Dave do?,found,found,1,0.0,pre_replay
9,Dave met at the Park on Monday. What did Dave do?,met,met,1,0.0,pre_replay
10,Alice found at the Library on Wednesday. When was Alice at the Library?,Wednesday,Wednesday,1,0.0,pre_replay
11,Dave helped at the Library on Tuesday. When was Dave at the Library?,Tuesday,Tuesday,1,0.0,pre_replay
12,Dave met at the Mall on Tuesday. When was Dave at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay
13,Bob met at the Cafe on Tuesday. Who was at the Cafe?,Bob,Bob,1,0.0,pre_replay
14,Bob helped at the Park on Tuesday. Where was Bob?,the Park,the Park,1,0.0,pre_replay
15,Alice helped at the Park on Tuesday. Where was Alice?,the Park,the Park,1,0.0,pre_replay
16,Bob saw at the Cafe on Tuesday. Who was at the Cafe?,Bob,Bob,1,0.0,pre_replay
17,Alice found at the Library on Wednesday. When was Alice at the Library?,Wednesday,Wednesday,1,0.0,pre_replay
18,Bob saw at the Mall on Thursday. What did Bob do?,saw,saw,1,0.0,pre_replay
19,Alice saw at the Park on Thursday. Who was at the Park?,Alice,Alice,1,0.0,pre_replay
20,Dave saw at the Park on Tuesday. Who was at the Park?,Dave,Dave,1,0.0,pre_replay
21,Alice helped at the Mall on Thursday. What did Alice do?,helped,helped,1,0.0,pre_replay
22,Carol found at the Library on Tuesday. Where was Carol?,the Library,the Library,1,0.0,pre_replay
23,Bob saw at the Park on Wednesday. Who was at the Park?,Bob,Bob,1,0.0,pre_replay
24,Alice found at the Mall on Tuesday. Where was Alice?,the Mall,the Mall,1,0.0,pre_replay
25,Bob met at the Library on Tuesday. What did Bob do?,met,met,1,0.0,pre_replay
26,Dave met at the Mall on Thursday. What did Dave do?,met,met,1,0.0,pre_replay
27,Carol met at the Mall on Thursday. Who was at the Mall?,Carol,Carol,1,0.0,pre_replay
28,Bob helped at the Park on Wednesday. What did Bob do?,helped,helped,1,0.0,pre_replay
29,Alice saw at the Park on Thursday. Who was at the Park?,Alice,Alice,1,0.0,pre_replay
30,Dave met at the Park on Monday. Where was Dave?,the Park,the Park,1,0.0,pre_replay
31,Dave met at the Park on Thursday. Where was Dave?,the Park,the Park,1,0.0,pre_replay
32,Bob met at the Park on Wednesday. When was Bob at the Park?,Wednesday,Wednesday,1,0.0,pre_replay
33,Carol met at the Mall on Monday. What did Carol do?,met,met,1,0.0,pre_replay
34,Bob met at the Cafe on Tuesday. Where was Bob?,the Cafe,the Cafe,1,0.0,pre_replay
35,Alice found at the Mall on Monday. Who was at the Mall?,Alice,Alice,1,0.0,pre_replay
36,Dave helped at the Mall on Wednesday. Who was at the Mall?,Dave,Dave,1,0.0,pre_replay
37,Alice saw at the Mall on Tuesday. What did Alice do?,saw,saw,1,0.0,pre_replay
38,Carol met at the Park on Tuesday. What did Carol do?,met,met,1,0.0,pre_replay
39,Carol helped at the Cafe on Tuesday. Who was at the Cafe?,Carol,Carol,1,0.0,pre_replay
40,Alice helped at the Mall on Wednesday. Who was at the Mall?,Alice,Alice,1,0.0,pre_replay
41,Carol helped at the Mall on Tuesday. When was Carol at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay
42,Bob helped at the Mall on Thursday. When was Bob at the Mall?,Thursday,Thursday,1,0.0,pre_replay
43,Dave found at the Cafe on Wednesday. Who was at the Cafe?,Dave,Dave,1,0.0,pre_replay
44,Dave found at the Park on Monday. Where was Dave?,the Park,the Park,1,0.0,pre_replay
45,Carol found at the Library on Thursday. Where was Carol?,the Library,the Library,1,0.0,pre_replay
46,Alice helped at the Cafe on Wednesday. When was Alice at the Cafe?,Wednesday,Wednesday,1,0.0,pre_replay
47,Carol helped at the Park on Thursday. What did Carol do?,helped,helped,1,0.0,pre_replay
48,Alice met at the Mall on Monday. Who was at the Mall?,Alice,Alice,1,0.0,pre_replay
49,Bob helped at the Library on Tuesday. When was Bob at the Library?,Tuesday,Tuesday,1,0.0,pre_replay
