idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,success,steps_pred,steps_opt,suboptimality,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.hit_rate_at_k,retrieval.relational.hits,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gates.episodic.accepts,gates.episodic.aggregated,gates.episodic.attempts,gates.episodic.blocked_new_edges,gates.episodic.inserted,gates.episodic.routed_to_episodic,gates.relational.accepts,gates.relational.aggregated,gates.relational.attempts,gates.relational.blocked_new_edges,gates.relational.inserted,gates.relational.routed_to_episodic,gates.spatial.accepts,gates.spatial.aggregated,gates.spatial.attempts,gates.spatial.blocked_new_edges,gates.spatial.inserted,gates.spatial.routed_to_episodic
0,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (0, 0) goal (3, 4). What is the shortest path length?",7,10,,,,1,1,0,0,126.50396100002581,,,,,pre_replay,False,0.5499582200036457,1.0,50,50,50,50,0.11719602000539453,0.0,0,50,50,50,0.068407979983931,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 0) to (3, 1)?",LD,"(4, 0) -> (4, 1) -> (4, 2) -> (4, 3) -> (4, 4) -> (4, 5) -> (3, 5) -> (3, 4) -> (3, 3) -> (3, 2) -> (3, 1)",,,,32,1,1,0,2181.4786410000124,,,,,pre_replay,False,0.5499582200036457,1.0,50,50,50,50,0.11719602000539453,0.0,0,50,50,50,0.068407979983931,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (0, 1). After moves RLURR where do you end?","[2, 0]","(3, 3)",,,,2,2,0,0,232.97057100012353,,,,,pre_replay,False,0.5499582200036457,1.0,50,50,50,50,0.11719602000539453,0.0,0,50,50,50,0.068407979983931,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (2, 3) goal (4, 1). What is the shortest path length?",4,7,,,,1,1,0,0,99.40408100010245,,,,,pre_replay,False,0.5499582200036457,1.0,50,50,50,50,0.11719602000539453,0.0,0,50,50,50,0.068407979983931,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 2) to (1, 4)?",DLLLD,"(4, 2) -> (4, 1) -> (4, 2) -> (3, 2) -> (2, 2) -> (2, 1) -> (2, 2) -> (1, 2) -> (1, 3) -> (1, 4)",,,,29,1,1,0,2005.980799000099,,,,,pre_replay,False,0.5499582200036457,1.0,50,50,50,50,0.11719602000539453,0.0,0,50,50,50,0.068407979983931,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (2, 1). After moves RUDUL where do you end?","[2, 0]","(3, 1)",,,,2,2,0,0,241.7647780000607,,,,,pre_replay,False,0.5499582200036457,1.0,50,50,50,50,0.11719602000539453,0.0,0,50,50,50,0.068407979983931,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (0, 3) goal (4, 3). What is the shortest path length?",4,10,,,,1,1,0,0,127.17638399999487,,,,,pre_replay,False,0.5499582200036457,1.0,50,50,50,50,0.11719602000539453,0.0,0,50,50,50,0.068407979983931,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 0) to (3, 1)?",LD,"(4, 0) -> (4, 1) -> (4, 2) -> (4, 3) -> (4, 4) -> (3, 4) -> (3, 3) -> (3, 2) -> (3, 1)",,,,26,1,1,0,1788.669888999948,,,,,pre_replay,False,0.5499582200036457,1.0,50,50,50,50,0.11719602000539453,0.0,0,50,50,50,0.068407979983931,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (4, 3). After moves DUDUU where do you end?","[4, 2]","(1, 3)",,,,2,2,0,0,235.7993749999423,,,,,pre_replay,False,0.5499582200036457,1.0,50,50,50,50,0.11719602000539453,0.0,0,50,50,50,0.068407979983931,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (2, 0) goal (1, 3). What is the shortest path length?",4,7,,,,1,1,0,0,99.72723100008807,,,,,pre_replay,False,0.5499582200036457,1.0,50,50,50,50,0.11719602000539453,0.0,0,50,50,50,0.068407979983931,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 2) to (1, 4)?",DLLLD,"(4, 2) → (4, 1) → (4, 2) → (3, 2) → (3, 1) → (3, 2) → (2, 2) → (2, 1) → (2, 2) → (1, 2) → (1, 3) → (1, 4)",,,,35,1,1,0,2400.1704930001324,,,,,pre_replay,False,0.5499582200036457,1.0,50,50,50,50,0.11719602000539453,0.0,0,50,50,50,0.068407979983931,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (2, 0). After moves DRRUL where do you end?","[3, 0]","(1, 4)",,,,2,2,0,0,230.92944600011833,,,,,pre_replay,False,0.5499582200036457,1.0,50,50,50,50,0.11719602000539453,0.0,0,50,50,50,0.068407979983931,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (1, 2) goal (4, 2). What is the shortest path length?",5,7,,,,1,1,0,0,93.76396899983774,,,,,pre_replay,False,0.5499582200036457,1.0,50,50,50,50,0.11719602000539453,0.0,0,50,50,50,0.068407979983931,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
