idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,memory_hit,retrieval_latency_ms,router_path,topk_keys,distance,justification,context_key,retrieval_requests,writes_count,store_size_before,store_size_after,context_match_rate,success,steps_pred,steps_opt,suboptimality,time_ms_per_100,rss_mb,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.batch_size,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits_at_k,retrieval.episodic.k,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.batch_size,retrieval.relational.hit_rate_at_k,retrieval.relational.hits_at_k,retrieval.relational.k,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.batch_size,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits_at_k,retrieval.spatial.k,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gating.episodic.accepted,gating.episodic.attempts,gating.episodic.skipped,gating.relational.accepted,gating.relational.attempts,gating.relational.skipped,gating.spatial.accepted,gating.spatial.attempts,gating.spatial.skipped
0,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (0, 3) goal (5, 1). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",RRRRRUU,UDLRDRDRLURRDDRDRLURRDDR,0,0,0.0,1,1,0,0,665.9873710013926,0,0.0,,,,,spatial_multi/00001,0,0,0,0,0.0,False,24,7,3.4285714285714284,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (1, 0) goal (3, 1). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",RRD,URUULRDRLDDLUURRDDRUURD,0,0,0.0,1,1,0,0,344.24909299923456,0,0.0,,,,,spatial_multi/00002,0,0,0,0,0.0,False,23,3,7.666666666666667,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (1, 3) goal (1, 4). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",D,URDRDULRUDDLUURRDRLRDRCRRCRRUCRCRCRCR,0,0,0.0,1,1,0,0,544.91121799947,0,0.0,,,,,spatial_multi/00003,0,0,0,0,0.0,False,31,1,31.0,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (0, 1) goal (4, 1). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",RRRR,UDRLDRDURRDDULRUDDLUUURRDRCRRUCRDCRRCR,0,0,0.0,1,1,0,0,550.2892949989473,0,0.0,,,,,spatial_multi/00004,0,0,0,0,0.0,False,34,4,8.5,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (3, 0) goal (3, 4). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",DDDD,RLDRDRLRDLLURRDDRRULURDDRCR,0,0,0.0,1,1,0,0,395.16247600113275,0,0.0,,,,,spatial_multi/00005,0,0,0,0,0.0,False,26,4,6.5,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (5, 2) goal (2, 0). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",LLULU,URULLDRDULRDLLURRDDRLRUDDLUDDLURRDDRLRUDDLUDDRCRCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRCRCCCRC,0,0,0.0,1,1,0,0,6079.9094020003395,0,0.0,,,,,spatial_multi/00006,0,0,0,0,0.0,False,202,5,40.4,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (0, 2) goal (4, 4). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",RDRRRD,URDRRDDLURULLRDRLRDDLUURUDRLRUDDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRCRRDRC,0,0,0.0,1,1,0,0,6024.924945999373,0,0.0,,,,,spatial_multi/00007,0,0,0,0,0.0,False,353,6,58.833333333333336,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (4, 0) goal (5, 0). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",R,URUULRDLLDRRDDRLDRD,0,0,0.0,1,1,0,0,292.77105100118206,0,0.0,,,,,spatial_multi/00008,0,0,0,0,0.0,False,19,1,19.0,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (3, 5) goal (4, 3). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",RUU,URDDLURRDDLUURRUDDRLRDRCRRDRCR,0,0,0.0,1,1,0,0,409.61344099923735,0,0.0,,,,,spatial_multi/00009,0,0,0,0,0.0,False,28,3,9.333333333333334,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (5, 3) goal (0, 2). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",LLLLLU,UDRLRDLLURDRULRDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUCUURURDRCRUC,0,0,0.0,1,1,0,0,6011.059922999266,0,0.0,,,,,spatial_multi/00010,0,0,0,0,0.0,False,334,6,55.666666666666664,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
